SAC Flow-T,,SAC Flow-G,,FlowRL,,DIME,,,,QSM,,SAC,,PPO,,MaxEntDP,,TD3,,Crossq,,SMPO,,,,QVPO,
X,Y,X,Y,X,Y,X,Y,MIN,MAX,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,MIN,MAX,X,Y
0.959041569,5832.231405,0.93814728,5817.355372,0.622590354,4433.884298,0.125286313,1482.4971,1482.4971,1482.4971,,,,,,,,,,,,,,,,,,
0.970234982,5839.669421,0.946355002,5832.231405,0.627809917,4485.950413,0.127620035,2028.7358,2028.7358,2028.7358,,,,,,,,,,,,,,,,,,
0.981432096,5802.479339,0.954562724,5847.107438,0.627809917,4485.950413,0.127663253,2130.48,2130.48,2130.48,,,,,,,,,,,,,,,,,,
0.988896016,5787.603306,0.959786604,5847.107438,0.631540027,4500.826446,0.127922555,909.54065,909.54065,909.54065,,,,,,,,,,,,,,,,,,
0.994119896,5787.603306,0.971727519,5839.669421,0.637510176,4500.826446,0.127965772,2400.6064,2400.6064,2400.6064,,,,,,,,,,,,,,,,,,
,,0.977697669,5839.669421,0.640494634,4508.264463,0.130904533,1581.1516,1581.1516,1581.1516,,,,,,,,,,,,,,,,,,
,,0.981429012,5839.669421,0.647206118,4567.768595,0.130947751,1513.6625,1513.6625,1513.6625,,,,,,,,,,,,,,,,,,
,,0.985160355,5839.669421,0.654666954,4590.082645,0.131207053,2216.4097,2216.4097,2216.4097,,,,,,,,,,,,,,,,,,
,,0.990384236,5839.669421,0.658396448,4612.396694,0.131855309,1584.291,1584.291,1584.291,,,,,,,,,,,,,,,,,,
,,0.9956075,5847.107438,0.67034168,4552.892562,0.13332469,2222.9275,2222.9275,2222.9275,,,,,,,,,,,,,,,,,,
,,0.996353768,5847.107438,0.671834834,4545.454545,0.133583992,1052.8977,1052.8977,1052.8977,,,,,,,,,,,,,,,,,,
,,,,0.674823609,4500.826446,0.134232249,2104.7185,2104.7185,2104.7185,,,,,,,,,,,,,,,,,,
,,,,0.664370297,4567.768595,0.13509659,1897.552,1897.552,1897.552,,,,,,,,,,,,,,,,,,
,,,,0.682282595,4545.454545,0.137214227,4700.509,4700.509,4700.509,,,,,,,,,,,,,,,,,,
,,,,0.685265203,4575.206612,0.137776049,1539.1846,1539.1846,1539.1846,,,,,,,,,,,,,,,,,,
,,,,0.691234119,4590.082645,0.138121786,2064.9326,2064.9326,2064.9326,,,,,,,,,,,,,,,,,,
,,,,0.692726656,4590.082645,0.139288647,2651.2488,2651.2488,2651.2488,,,,,,,,,,,,,,,,,,
,,,,0.698697422,4582.644628,0.141363067,2262.2852,2262.2852,2262.2852,,,,,,,,,,,,,,,,,,
,,,,0.702431232,4552.892562,0.141406284,2775.4944,2775.4944,2775.4944,,,,,,,,,,,,,,,,,,
,,,,0.704670038,4552.892562,0.141708803,3081.5176,3081.5176,3081.5176,,,,,,,,,,,,,,,,,,
,,,,0.70914765,4552.892562,0.142270625,1211.9323,1211.9323,1211.9323,,,,,,,,,,,,,,,,,,
,,,,0.714369681,4575.206612,0.143783223,3496.7322,3496.7322,3496.7322,,,,,,,,,,,,,,,,,,
,,,,0.716606636,4597.520661,0.144690782,3836.4097,3836.4097,3836.4097,,,,,,,,,,,,,,,,,,
,,,,0.719589861,4619.834711,0.145857643,1315.6206,1315.6206,1315.6206,,,,,,,,,,,,,,,,,,
,,,,0.727049463,4657.024793,0.146765202,4603.0776,4603.0776,4603.0776,,,,,,,,,,,,,,,,,,
,,,,0.729287653,4664.46281,0.147067721,2059.5032,2059.5032,2059.5032,,,,,,,,,,,,,,,,,,
,,,,0.734507216,4716.528926,0.147370241,2933.894,2933.894,2933.894,,,,,,,,,,,,,,,,,,
,,,,0.738236092,4746.280992,0.149444661,1557.2393,1557.2393,1557.2393,,,,,,,,,,,,,,,,,,
,,,,0.739727396,4761.157025,0.14974718,2306.0686,2306.0686,2306.0686,,,,,,,,,,,,,,,,,,
,,,,0.747935735,4768.595041,0.150654739,4319.649,4319.649,4319.649,,,,,,,,,,,,,,,,,,
,,,,0.750920809,4768.595041,0.151562297,3279.8093,3279.8093,3279.8093,,,,,,,,,,,,,,,,,,
,,,,0.762109288,4835.53719,0.1518216,2609.1577,2609.1577,2609.1577,,,,,,,,,,,,,,,,,,
,,,,0.75390465,4783.471074,0.153031678,2426.0352,2426.0352,2426.0352,,,,,,,,,,,,,,,,,,
,,,,0.765096213,4813.22314,0.153334198,3089.2444,3089.2444,3089.2444,,,,,,,,,,,,,,,,,,
,,,,0.772559516,4805.785124,0.154803578,1859.5514,1859.5514,1859.5514,,,,,,,,,,,,,,,,,,
,,,,0.774052671,4798.347107,0.155408617,3613.445,3613.445,3613.445,,,,,,,,,,,,,,,,,,
,,,,0.780024053,4783.471074,0.155754354,2223.6448,2223.6448,2223.6448,,,,,,,,,,,,,,,,,,
,,,,0.782263476,4776.033058,0.156316176,5119.234,5119.234,5119.234,,,,,,,,,,,,,,,,,,
,,,,0.784502282,4776.033058,0.158390596,2788.4019,2467.398,3109.4058,,,,,,,,,,,,,,,,,,
,,,,0.790469347,4813.22314,0.158693116,4501.755,4501.755,4501.755,,,,,,,,,,,,,,,,,,
,,,,0.794945109,4835.53719,0.159341372,2132.93,2132.93,2132.93,,,,,,,,,,,,,,,,,,
,,,,0.797182065,4857.85124,0.160767535,3074.8225,3074.8225,3074.8225,,,,,,,,,,,,,,,,,,
,,,,0.803897866,4865.289256,0.161070055,1976.5223,1976.5223,1976.5223,,,,,,,,,,,,,,,,,,
,,,,0.806136672,4865.289256,0.161372574,4297.7046,4297.7046,4297.7046,,,,,,,,,,,,,,,,,,
,,,,0.809866165,4887.603306,0.16232335,2516.3206,2516.3206,2516.3206,,,,,,,,,,,,,,,,,,
,,,,0.812848156,4924.793388,0.163446994,4312.9595,4312.9595,4312.9595,,,,,,,,,,,,,,,,,,
,,,,0.817323918,4947.107438,0.164354553,2597.296,2597.296,2597.296,,,,,,,,,,,,,,,,,,
,,,,0.820308992,4947.107438,0.164959592,2116.726,2116.726,2116.726,,,,,,,,,,,,,,,,,,
,,,,0.822548415,4939.669421,0.165823934,5230.4004,5230.4004,5230.4004,,,,,,,,,,,,,,,,,,
,,,,0.827028494,4909.917355,0.166731492,3669.8635,3669.8635,3669.8635,,,,,,,,,,,,,,,,,,
,,,,0.82926915,4887.603306,0.167120446,1556.0247,1556.0247,1556.0247,,,,,,,,,,,,,,,,,,
,,,,0.83524115,4865.289256,0.167336531,988.41925,988.41925,988.41925,,,,,,,,,,,,,,,,,,
,,,,0.839719378,4857.85124,0.168200873,3453.1785,3453.1785,3453.1785,,,,,,,,,,,,,,,,,,
,,,,0.846431479,4909.917355,0.169497385,2233.4863,2233.4863,2233.4863,,,,,,,,,,,,,,,,,,
,,,,0.848668435,4932.231405,0.169713471,3764.1392,3764.1392,3764.1392,,,,,,,,,,,,,,,,,,
,,,,0.857622425,4947.107438,0.170577812,5074.5015,5074.5015,5074.5015,,,,,,,,,,,,,,,,,,
,,,,0.861354385,4939.669421,0.170923549,2294.2192,2294.2192,2294.2192,,,,,,,,,,,,,,,,,,
,,,,0.86583138,4947.107438,0.17209041,3360.7393,3360.7393,3360.7393,,,,,,,,,,,,,,,,,,
,,,,0.868814605,4969.421488,0.172954752,4018.6475,4018.6475,4018.6475,,,,,,,,,,,,,,,,,,
,,,,0.873290366,4991.735537,0.173084403,2629.1436,2629.1436,2629.1436,,,,,,,,,,,,,,,,,,
,,,,0.87478352,4984.297521,0.173905527,3061.7424,3061.7424,3061.7424,,,,,,,,,,,,,,,,,,
,,,,0.880753053,4991.735537,0.174467349,3372.8096,3372.8096,3372.8096,,,,,,,,,,,,,,,,,,
,,,,0.882246207,4984.297521,0.17593673,5401.8076,5401.8076,5401.8076,,,,,,,,,,,,,,,,,,
,,,,0.885232515,4969.421488,0.176066381,2354.5623,2354.5623,2354.5623,,,,,,,,,,,,,,,,,,
,,,,0.889711361,4954.545455,0.176282467,1849.3928,1849.3928,1849.3928,,,,,,,,,,,,,,,,,,
,,,,0.894932157,4991.735537,0.176844289,2054.2358,2054.2358,2054.2358,,,,,,,,,,,,,,,,,,
,,,,0.896424695,4991.735537,0.178918709,4853.464,4853.464,4853.464,,,,,,,,,,,,,,,,,,
,,,,0.898662884,4999.173554,0.17904836,3231.6582,3231.6582,3231.6582,,,,,,,,,,,,,,,,,,
,,,,0.90836746,4961.983471,0.179264445,951.91907,951.91907,951.91907,,,,,,,,,,,,,,,,,,
,,,,0.909859998,4961.983471,0.179826267,3387.1997,3387.1997,3387.1997,,,,,,,,,,,,,,,,,,
,,,,0.918062168,5043.801653,0.181295648,2820.76,2820.76,2820.76,,,,,,,,,,,,,,,,,,
,,,,0.924776736,5066.115702,0.182030338,3923.9558,3923.9558,3923.9558,,,,,,,,,,,,,,,,,,
,,,,0.927015542,5066.115702,0.182203207,4364.5005,4364.5005,4364.5005,,,,,,,,,,,,,,,,,,
,,,,0.932987542,5043.801653,0.183456502,3352.5754,3352.5754,3352.5754,,,,,,,,,,,,,,,,,,
,,,,0.939707043,5006.61157,0.184277627,4423.978,4423.978,4423.978,,,,,,,,,,,,,,,,,,
,,,,0.943439003,4999.173554,0.184407278,3217.5615,3217.5615,3217.5615,,,,,,,,,,,,,,,,,,
,,,,0.946423461,5006.61157,0.184580146,3770.34,3770.34,3770.34,,,,,,,,,,,,,,,,,,
,,,,0.961342667,5080.991736,0.186654566,5288.327,5288.327,5288.327,,,,,,,,,,,,,,,,,,
,,,,0.951645492,5028.92562,0.186957085,3987.919,3987.919,3987.919,,,,,,,,,,,,,,,,,,
,,,,0.969547305,5133.057851,0.18704352,3134.4,3134.4,3134.4,,,,,,,,,,,,,,,,,,
,,,,0.974771185,5133.057851,0.187994295,2882.6313,2882.6313,2882.6313,,,,,,,,,,,,,,,,,,
,,,,0.97775811,5110.743802,0.189420459,2421.472,2421.472,2421.472,,,,,,,,,,,,,,,,,,
,,,,0.984475762,5095.867769,0.189636544,5545.599,5545.599,5545.599,,,,,,,,,,,,,,,,,,
,,,,0.988207105,5095.867769,0.189939064,5070.0854,5070.0854,5070.0854,,,,,,,,,,,,,,,,,,
,,,,0.990445911,5095.867769,0.191581313,2518.3806,2518.3806,2518.3806,,,,,,,,,,,,,,,,,,
,,,,0.994176637,5103.305785,0.193526082,3640.7239,3640.7239,3640.7239,,,,,,,,,,,,,,,,,,
,,,,0.997907981,5103.305785,0.193612516,3658.308,3658.308,3658.308,,,,,,,,,,,,,,,,,,
,,,,,,0.193828601,4297.1826,4297.1826,4297.1826,,,,,,,,,,,,,,,,,,
,,,,,,0.194563291,2184.205,2184.205,2184.205,,,,,,,,,,,,,,,,,,
,,,,,,0.195903021,5103.8364,5103.8364,5103.8364,,,,,,,,,,,,,,,,,,
,,,,,,0.19620554,5608.9277,5608.9277,5608.9277,,,,,,,,,,,,,,,,,,
,,,,,,0.19754527,1220.302,1220.302,1220.302,,,,,,,,,,,,,,,,,,
,,,,,,0.19827996,2735.9656,2735.9656,2735.9656,,,,,,,,,,,,,,,,,,
,,,,,,0.198409611,2072.4265,2072.4265,2072.4265,,,,,,,,,,,,,,,,,,
,,,,,,0.19858248,4868.9233,4868.9233,4868.9233,,,,,,,,,,,,,,,,,,
,,,,,,0.200959419,4513.179,4513.179,4513.179,,,,,,,,,,,,,,,,,,
,,,,,,0.201132287,3405.7056,3405.7056,3405.7056,,,,,,,,,,,,,,,,,,
,,,,,,0.201261939,4302.4287,4302.4287,4302.4287,,,,,,,,,,,,,,,,,,
,,,,,,0.201996629,3366.8672,3366.8672,3366.8672,,,,,,,,,,,,,,,,,,
,,,,,,0.203336359,4608.5,4608.5,4608.5,,,,,,,,,,,,,,,,,,
,,,,,,0.203509227,3239.6467,3239.6467,3239.6467,,,,,,,,,,,,,,,,,,
,,,,,,0.204243917,4089.7896,4089.7896,4089.7896,,,,,,,,,,,,,,,,,,
,,,,,,0.204978608,2826.6028,2826.6028,2826.6028,,,,,,,,,,,,,,,,,,
,,,,,,0.205713298,3140.5232,3140.5232,3140.5232,,,,,,,,,,,,,,,,,,
,,,,,,0.206620857,4476.0493,4476.0493,4476.0493,,,,,,,,,,,,,,,,,,
,,,,,,0.207960586,4158.8384,4158.8384,4158.8384,,,,,,,,,,,,,,,,,,
,,,,,,0.208090237,5521.963,5521.963,5521.963,,,,,,,,,,,,,,,,,,
,,,,,,0.208306323,2796.44,2796.44,2796.44,,,,,,,,,,,,,,,,,,
,,,,,,0.209602835,5388.4844,5388.4844,5388.4844,,,,,,,,,,,,,,,,,,
,,,,,,0.210467177,5384.649,5384.649,5384.649,,,,,,,,,,,,,,,,,,
,,,,,,0.210942565,2817.583,2817.583,2817.583,,,,,,,,,,,,,,,,,,
,,,,,,0.212584814,4105.357,4105.357,4105.357,,,,,,,,,,,,,,,,,,
,,,,,,0.212844116,5688.0923,5688.0923,5688.0923,,,,,,,,,,,,,,,,,,
,,,,,,0.213103418,1853.9403,1853.9403,1853.9403,,,,,,,,,,,,,,,,,,
,,,,,,0.214529582,1562.7211,1562.7211,1562.7211,,,,,,,,,,,,,,,,,,
,,,,,,0.215221055,5692.7217,5692.7217,5692.7217,,,,,,,,,,,,,,,,,,
,,,,,,0.215566792,4336.3853,4336.3853,4336.3853,,,,,,,,,,,,,,,,,,
,,,,,,0.216085397,4942.263,4942.263,4942.263,,,,,,,,,,,,,,,,,,
,,,,,,0.216906521,3169.9507,3169.9507,3169.9507,,,,,,,,,,,,,,,,,,
,,,,,,0.217597995,3481.197,3481.197,3481.197,,,,,,,,,,,,,,,,,,
,,,,,,0.217943731,5163.9204,5163.9204,5163.9204,,,,,,,,,,,,,,,,,,
,,,,,,0.218462336,4138.499,4138.499,4138.499,,,,,,,,,,,,,,,,,,
,,,,,,0.219974934,5065.2017,5065.2017,5065.2017,,,,,,,,,,,,,,,,,,
,,,,,,0.220320671,5626.0527,5626.0527,5626.0527,,,,,,,,,,,,,,,,,,
,,,,,,0.220493539,3647.2576,3647.2576,3647.2576,,,,,,,,,,,,,,,,,,
,,,,,,0.222049354,1368.4121,1368.4121,1368.4121,,,,,,,,,,,,,,,,,,
,,,,,,0.22269761,3425.4016,3425.4016,3425.4016,,,,,,,,,,,,,,,,,,
,,,,,,0.224080557,3347.3071,3347.3071,3347.3071,,,,,,,,,,,,,,,,,,
,,,,,,0.224166991,5766.522,5766.522,5766.522,,,,,,,,,,,,,,,,,,
,,,,,,0.225031332,3365.9036,3365.9036,3365.9036,,,,,,,,,,,,,,,,,,
,,,,,,0.226284628,5508.2163,5508.2163,5508.2163,,,,,,,,,,,,,,,,,,
,,,,,,0.22654393,4627.0186,4627.0186,4627.0186,,,,,,,,,,,,,,,,,,
,,,,,,0.227062535,3182.478,3182.478,3182.478,,,,,,,,,,,,,,,,,,
,,,,,,0.228013311,1919.168,1919.168,1919.168,,,,,,,,,,,,,,,,,,
,,,,,,0.228661567,5380.639,5380.639,5380.639,,,,,,,,,,,,,,,,,,
,,,,,,0.22892087,5786.669,5786.669,5786.669,,,,,,,,,,,,,,,,,,
,,,,,,0.229439474,2818.6694,2818.6694,2818.6694,,,,,,,,,,,,,,,,,,
,,,,,,0.230995289,2717.1802,2717.1802,2717.1802,,,,,,,,,,,,,,,,,,
,,,,,,0.231038506,4393.6323,4393.6323,4393.6323,,,,,,,,,,,,,,,,,,
,,,,,,0.231297809,4828.6934,4828.6934,4828.6934,,,,,,,,,,,,,,,,,,
,,,,,,0.231816414,1529.9695,1529.9695,1529.9695,,,,,,,,,,,,,,,,,,
,,,,,,0.233674748,5305.396,5305.396,5305.396,,,,,,,,,,,,,,,,,,
,,,,,,0.233977268,2230.4775,2230.4775,2230.4775,,,,,,,,,,,,,,,,,,
,,,,,,0.234020485,4253.672,4253.672,4253.672,,,,,,,,,,,,,,,,,,
,,,,,,0.235403431,1545.2279,1545.2279,1545.2279,,,,,,,,,,,,,,,,,,
,,,,,,0.236051688,5748.162,5748.162,5748.162,,,,,,,,,,,,,,,,,,
,,,,,,0.236397424,5328.69,5328.69,5328.69,,,,,,,,,,,,,,,,,,
,,,,,,0.236959246,2923.475,2923.475,2923.475,,,,,,,,,,,,,,,,,,
,,,,,,0.23838541,2140.4436,2140.4436,2140.4436,,,,,,,,,,,,,,,,,,
,,,,,,0.238428627,5373.916,5373.916,5373.916,,,,,,,,,,,,,,,,,,
,,,,,,0.239379403,4734.85,4734.85,4734.85,,,,,,,,,,,,,,,,,,
,,,,,,0.239941225,3326.617,3326.617,3326.617,,,,,,,,,,,,,,,,,,
,,,,,,0.240805566,4829.1333,4829.1333,4829.1333,,,,,,,,,,,,,,,,,,
,,,,,,0.241756342,5521.7593,5521.7593,5521.7593,,,,,,,,,,,,,,,,,,
,,,,,,0.241972428,1956.4442,1956.4442,1956.4442,,,,,,,,,,,,,,,,,,
,,,,,,0.243787545,4524.807,4524.807,4524.807,,,,,,,,,,,,,,,,,,
,,,,,,0.244133281,4052.6617,2710.1794,5395.144,,,,,,,,,,,,,,,,,,
,,,,,,0.245559445,3011.1155,3011.1155,3011.1155,,,,,,,,,,,,,,,,,,
,,,,,,0.246164484,6044.3076,6044.3076,6044.3076,,,,,,,,,,,,,,,,,,
,,,,,,0.246510221,5181.3022,5181.3022,5181.3022,,,,,,,,,,,,,,,,,,
,,,,,,0.247720299,2465.2288,2465.2288,2465.2288,,,,,,,,,,,,,,,,,,
,,,,,,0.248541424,4288.9893,4288.9893,4288.9893,,,,,,,,,,,,,,,,,,
,,,,,,0.250097238,5645.178,5645.178,5645.178,,,,,,,,,,,,,,,,,,
,,,,,,0.250356541,2194.6733,2194.6733,2194.6733,,,,,,,,,,,,,,,,,,
,,,,,,0.250702278,4055.4648,4055.4648,4055.4648,,,,,,,,,,,,,,,,,,
,,,,,,0.250918363,5260.6685,5260.6685,5260.6685,,,,,,,,,,,,,,,,,,
,,,,,,0.252474178,5653.781,5653.781,5653.781,,,,,,,,,,,,,,,,,,
,,,,,,0.253295302,5947.4507,5947.4507,5947.4507,,,,,,,,,,,,,,,,,,
,,,,,,0.253338519,1406.7343,1406.7343,1406.7343,,,,,,,,,,,,,,,,,,
,,,,,,0.253684256,3524.3276,3524.3276,3524.3276,,,,,,,,,,,,,,,,,,
,,,,,,0.255456156,5025.2524,5025.2524,5025.2524,,,,,,,,,,,,,,,,,,
,,,,,,0.255672242,5936.445,5936.445,5936.445,,,,,,,,,,,,,,,,,,
,,,,,,0.256061195,3417.329,3417.329,3417.329,,,,,,,,,,,,,,,,,,
,,,,,,0.256320498,3560.3875,3560.3875,3560.3875,,,,,,,,,,,,,,,,,,
,,,,,,0.257833096,3860.8167,3860.8167,3860.8167,,,,,,,,,,,,,,,,,,
,,,,,,0.258049181,5462.7915,5462.7915,5462.7915,,,,,,,,,,,,,,,,,,
,,,,,,0.258697437,2474.3796,2474.3796,2474.3796,,,,,,,,,,,,,,,,,,
,,,,,,0.259648213,3746.3044,3746.3044,3746.3044,,,,,,,,,,,,,,,,,,
,,,,,,0.260210035,4725.0483,4725.0483,4725.0483,,,,,,,,,,,,,,,,,,
,,,,,,0.26042612,5381.0464,5381.0464,5381.0464,,,,,,,,,,,,,,,,,,
,,,,,,0.262586974,4506.065,4506.065,4506.065,,,,,,,,,,,,,,,,,,
,,,,,,0.262889494,1600.2065,1600.2065,1600.2065,,,,,,,,,,,,,,,,,,
,,,,,,0.263235231,5232.3003,5232.3003,5232.3003,,,,,,,,,,,,,,,,,,
,,,,,,0.263408099,4237.977,4237.977,4237.977,,,,,,,,,,,,,,,,,,
,,,,,,0.264963914,5778.3965,5778.3965,5778.3965,,,,,,,,,,,,,,,,,,
,,,,,,0.265266433,1761.7971,1761.7971,1761.7971,,,,,,,,,,,,,,,,,,
,,,,,,0.26561217,3052.4463,3052.4463,3052.4463,,,,,,,,,,,,,,,,,,
,,,,,,0.266390077,4722.4165,4722.4165,4722.4165,,,,,,,,,,,,,,,,,,
,,,,,,0.267340853,3811.962,3811.962,3811.962,,,,,,,,,,,,,,,,,,
,,,,,,0.268248412,3237.164,3237.164,3237.164,,,,,,,,,,,,,,,,,,
,,,,,,0.268594148,4496.051,4496.051,4496.051,,,,,,,,,,,,,,,,,,
,,,,,,0.269977095,6097.568,6097.568,6097.568,,,,,,,,,,,,,,,,,,
,,,,,,0.270322832,4917.281,4917.281,4917.281,,,,,,,,,,,,,,,,,,
,,,,,,0.270971088,2403.3657,2403.3657,2403.3657,,,,,,,,,,,,,,,,,,
,,,,,,0.271835429,3187.1694,3187.1694,3187.1694,,,,,,,,,,,,,,,,,,
,,,,,,0.272354034,4510.392,4510.392,4510.392,,,,,,,,,,,,,,,,,,
,,,,,,0.27330481,3850.6099,3850.6099,3850.6099,,,,,,,,,,,,,,,,,,
,,,,,,0.273953066,4039.6692,4039.6692,4039.6692,,,,,,,,,,,,,,,,,,
,,,,,,0.274730974,6045.375,6045.375,6045.375,,,,,,,,,,,,,,,,,,
,,,,,,0.274817408,2378.4333,2378.4333,2378.4333,,,,,,,,,,,,,,,,,,
,,,,,,0.275681749,4770.141,4770.141,4770.141,,,,,,,,,,,,,,,,,,
,,,,,,0.276330006,3539.1785,3539.1785,3539.1785,,,,,,,,,,,,,,,,,,
,,,,,,0.277194347,3114.222,3114.222,3114.222,,,,,,,,,,,,,,,,,,
,,,,,,0.277712952,5047.1914,5047.1914,5047.1914,,,,,,,,,,,,,,,,,,
,,,,,,0.278663728,5895.977,5895.977,5895.977,,,,,,,,,,,,,,,,,,
,,,,,,0.279311984,4539.6416,4539.6416,4539.6416,,,,,,,,,,,,,,,,,,
,,,,,,0.280089892,5775.003,5775.003,5775.003,,,,,,,,,,,,,,,,,,
,,,,,,0.280176326,4609.5327,4609.5327,4609.5327,,,,,,,,,,,,,,,,,,
,,,,,,0.281040667,5564.526,5564.526,5564.526,,,,,,,,,,,,,,,,,,
,,,,,,0.282293963,3602.097,3602.097,3602.097,,,,,,,,,,,,,,,,,,
,,,,,,0.282466831,4881.711,4881.711,4881.711,,,,,,,,,,,,,,,,,,
,,,,,,0.283158304,3394.2678,3394.2678,3394.2678,,,,,,,,,,,,,,,,,,
,,,,,,0.284627685,4946.2334,4946.2334,4946.2334,,,,,,,,,,,,,,,,,,
,,,,,,0.284670902,3149.1675,3149.1675,3149.1675,,,,,,,,,,,,,,,,,,
,,,,,,0.28484377,2889.383,2889.383,2889.383,,,,,,,,,,,,,,,,,,
,,,,,,0.285535244,3416.7522,3416.7522,3416.7522,,,,,,,,,,,,,,,,,,
,,,,,,0.287004624,5954.6943,5954.6943,5954.6943,,,,,,,,,,,,,,,,,,
,,,,,,0.287047841,4476.5654,4476.5654,4476.5654,,,,,,,,,,,,,,,,,,
,,,,,,0.28722071,4446.3066,4446.3066,4446.3066,,,,,,,,,,,,,,,,,,
,,,,,,0.289122261,2587.7886,2587.7886,2587.7886,,,,,,,,,,,,,,,,,,
,,,,,,0.290591642,5595.3677,5595.3677,5595.3677,,,,,,,,,,,,,,,,,,
,,,,,,0.290634859,4811.6226,4811.6226,4811.6226,,,,,,,,,,,,,,,,,,
,,,,,,0.290807727,4823.532,4823.532,4823.532,,,,,,,,,,,,,,,,,,
,,,,,,0.29210424,3998.5046,3998.5046,3998.5046,,,,,,,,,,,,,,,,,,
,,,,,,0.292968581,5904.915,5904.915,5904.915,,,,,,,,,,,,,,,,,,
,,,,,,0.293011798,4252.1616,4252.1616,4252.1616,,,,,,,,,,,,,,,,,,
,,,,,,0.293184667,5460.394,5460.394,5460.394,,,,,,,,,,,,,,,,,,
,,,,,,0.294481179,1831.2191,1831.2191,1831.2191,,,,,,,,,,,,,,,,,,
,,,,,,0.295345521,4683.1133,4683.1133,4683.1133,,,,,,,,,,,,,,,,,,
,,,,,,0.295388738,4846.176,4846.176,4846.176,,,,,,,,,,,,,,,,,,
,,,,,,0.295561606,6021.7666,6021.7666,6021.7666,,,,,,,,,,,,,,,,,,
,,,,,,0.297463157,4571.293,4571.293,4571.293,,,,,,,,,,,,,,,,,,
,,,,,,0.29772246,5453.758,5453.758,5453.758,,,,,,,,,,,,,,,,,,
,,,,,,0.297938545,4684.1772,4684.1772,4684.1772,,,,,,,,,,,,,,,,,,
,,,,,,0.298370716,4716.089,4716.089,4716.089,,,,,,,,,,,,,,,,,,
,,,,,,0.300099399,5915.6016,5915.6016,5915.6016,,,,,,,,,,,,,,,,,,
,,,,,,0.300315485,3495.9412,3495.9412,3495.9412,,,,,,,,,,,,,,,,,,
,,,,,,0.300445136,2890.029,2890.029,2890.029,,,,,,,,,,,,,,,,,,
,,,,,,0.300747655,4589.2134,4589.2134,4589.2134,,,,,,,,,,,,,,,,,,
,,,,,,0.302476339,3314.3276,3314.3276,3314.3276,,,,,,,,,,,,,,,,,,
,,,,,,0.302692424,4673.4194,4673.4194,4673.4194,,,,,,,,,,,,,,,,,,
,,,,,,0.303427114,3660.13,3660.13,3660.13,,,,,,,,,,,,,,,,,,
,,,,,,0.303729634,3620.4702,3620.4702,3620.4702,,,,,,,,,,,,,,,,,,
,,,,,,0.304853278,4265.997,4265.997,4265.997,,,,,,,,,,,,,,,,,,
,,,,,,0.305069363,4385.65,4385.65,4385.65,,,,,,,,,,,,,,,,,,
,,,,,,0.305804054,3831.9333,3831.9333,3831.9333,,,,,,,,,,,,,,,,,,
,,,,,,0.306106573,3161.2322,3161.2322,3161.2322,,,,,,,,,,,,,,,,,,
,,,,,,0.307835256,5692.7817,5692.7817,5692.7817,,,,,,,,,,,,,,,,,,
,,,,,,0.308656381,6267.5684,6267.5684,6267.5684,,,,,,,,,,,,,,,,,,
,,,,,,0.309088552,2449.306,2449.306,2449.306,,,,,,,,,,,,,,,,,,
,,,,,,0.30999611,2841.6194,2841.6194,2841.6194,,,,,,,,,,,,,,,,,,
,,,,,,0.310212196,4483.6675,4483.6675,4483.6675,,,,,,,,,,,,,,,,,,
,,,,,,0.31103332,5441.973,5441.973,5441.973,,,,,,,,,,,,,,,,,,
,,,,,,0.31207053,4659.652,4659.652,4659.652,,,,,,,,,,,,,,,,,,
,,,,,,0.31237305,3612.2466,3612.2466,3612.2466,,,,,,,,,,,,,,,,,,
,,,,,,0.312589135,5050.4126,5050.4126,5050.4126,,,,,,,,,,,,,,,,,,
,,,,,,0.31341026,4976.985,4976.985,4976.985,,,,,,,,,,,,,,,,,,
,,,,,,0.31444747,5559.535,5559.535,5559.535,,,,,,,,,,,,,,,,,,
,,,,,,0.314966075,5057.7827,5057.7827,5057.7827,,,,,,,,,,,,,,,,,,
,,,,,,0.315787199,5192.7383,5192.7383,5192.7383,,,,,,,,,,,,,,,,,,
,,,,,,0.316565107,4085.7976,4085.7976,4085.7976,,,,,,,,,,,,,,,,,,
,,,,,,0.317948053,5978.5596,5978.5596,5978.5596,,,,,,,,,,,,,,,,,,
,,,,,,0.318034487,3150.3833,3150.3833,3150.3833,,,,,,,,,,,,,,,,,,
,,,,,,0.318769178,6174.593,6174.593,6174.593,,,,,,,,,,,,,,,,,,
,,,,,,0.318942046,2554.1323,2554.1323,2554.1323,,,,,,,,,,,,,,,,,,
,,,,,,0.320324992,3990.7734,3990.7734,3990.7734,,,,,,,,,,,,,,,,,,
,,,,,,0.321146117,6157.497,6157.497,6157.497,,,,,,,,,,,,,,,,,,
,,,,,,0.321318985,4314.8115,4314.8115,4314.8115,,,,,,,,,,,,,,,,,,
,,,,,,0.321621505,4939.9873,4939.9873,4939.9873,,,,,,,,,,,,,,,,,,
,,,,,,0.323306971,4574.241,4574.241,4574.241,,,,,,,,,,,,,,,,,,
,,,,,,0.324128095,5708.7397,5708.7397,5708.7397,,,,,,,,,,,,,,,,,,
,,,,,,0.324603483,4976.9688,4976.9688,4976.9688,,,,,,,,,,,,,,,,,,
