SAC Flow-T,,SAC Flow-G,,FlowRL,,DIME,,QSM,,SAC,,PPO,,MaxEntDP,,TD3,,Crossq,,SMFP,,QVPO,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
0.662232077,8434.404865,,,0.869179601,4973.066898,,,,,,,,,,,,,,,0.062,3158.489643,,
0.668144863,8361.424848,,,0.876570584,4973.066898,,,,,,,,,,,,,,,0.0625,808.181468,,
0.67405765,8330.147698,,,0.887657058,4952.215465,,,,,,,,,,,,,,,0.063,737.870611,,
0.679231338,8371.850565,,,0.896526238,4920.938315,,,,,,,,,,,,,,,0.0635,863.8787686,,
0.682187731,8507.384883,,,0.900221729,4868.809731,,,,,,,,,,,,,,,0.064,792.2129845,,
0.686622321,8611.64205,,,0.903917221,4816.681147,,,,,,,,,,,,,,,0.0645,458.0973312,,
0.693274205,8768.027802,,,0.908351811,4754.126846,,,,,,,,,,,,,,,0.065,1420.750674,,
0.703621582,8757.602085,,,0.910569106,4754.126846,,,,,,,,,,,,,,,0.0655,2430.933446,,
0.70879527,8757.602085,,,0.915742794,4795.829713,,,,,,,,,,,,,,,0.066,397.960175,,
0.713968958,8861.859253,,,0.922394678,4889.661164,,,,,,,,,,,,,,,0.0665,1587.527743,,
0.719881744,8966.116421,,,0.929785661,5004.344049,,,,,,,,,,,,,,,0.067,2340.952231,,
0.728011826,9101.650738,,,0.935698448,5066.898349,,,,,,,,,,,,,,,0.0675,1633.508955,,
0.736141907,9028.670721,,,0.937915743,5181.581234,,,,,,,,,,,,,,,0.068,1005.959878,,
0.738359202,9018.245004,,,0.947524021,5254.561251,,,,,,,,,,,,,,,0.0685,467.0947142,,
0.742793792,9122.502172,,,0.957132299,5285.838401,,,,,,,,,,,,,,,0.069,374.0311035,,
0.750923873,9185.056473,,,0.964523282,5327.541268,,,,,,,,,,,,,,,0.0695,2932.625124,,
0.761271249,9268.462207,,,0.970436068,5285.838401,,,,,,,,,,,,,,,0.07,1157.221292,,
0.76940133,9289.31364,,,0.977827051,5244.135534,,,,,,,,,,,,,,,0.0705,727.797324,,
0.776792313,9383.145091,,,0.984478936,5181.581234,,,,,,,,,,,,,,,0.071,891.8406862,,
0.784922395,9299.739357,,,0.989652624,5171.155517,,,,,,,,,,,,,,,0.0715,2109.27496,,
0.794530673,9268.462207,,,0.998521803,5160.7298,,,,,,,,,,,,,,,0.072,1077.860692,,
0.799704361,9278.887924,,,,,,,,,,,,,,,,,,,0.0725,1050.34981,,
0.804878049,9435.273675,,,,,,,,,,,,,,,,,,,0.073,5743.50907,,
0.812269032,9393.570808,,,,,,,,,,,,,,,,,,,0.0735,1543.158112,,
0.816703622,9320.590791,,,,,,,,,,,,,,,,,,,0.074,922.1081104,,
0.821138211,9299.739357,,,,,,,,,,,,,,,,,,,0.0745,992.0389061,,
0.824094605,9351.867941,,,,,,,,,,,,,,,,,,,0.075,1246.839142,,
0.827790096,9414.422242,,,,,,,,,,,,,,,,,,,0.0755,1817.481488,,
0.830746489,9456.125109,,,,,,,,,,,,,,,,,,,0.076,893.9075934,,
0.839615669,9560.382276,,,,,,,,,,,,,,,,,,,0.0765,938.6570777,,
0.841832964,9654.213727,,,,,,,,,,,,,,,,,,,0.077,6504.798475,,
0.848484848,9602.085143,,,,,,,,,,,,,,,,,,,0.0775,201.2046491,,
0.85218034,9716.768028,,,,,,,,,,,,,,,,,,,0.078,3409.591018,,
0.855875831,9789.748045,,,,,,,,,,,,,,,,,,,0.0785,413.0782343,,
0.863266814,9956.559513,,,,,,,,,,,,,,,,,,,0.079,6422.747169,,
0.866962306,10019.11381,,,,,,,,,,,,,,,,,,,0.0795,6255.070978,,
0.872875092,10050.39096,,,,,,,,,,,,,,,,,,,0.08,652.6331184,,
0.880266075,9956.559513,,,,,,,,,,,,,,,,,,,0.0805,4870.163003,,
0.885439763,9800.173762,,,,,,,,,,,,,,,,,,,0.081,6465.08046,,
0.88691796,9758.470895,,,,,,,,,,,,,,,,,,,0.0815,3109.882454,,
0.892830746,9664.639444,,,,,,,,,,,,,,,,,,,0.082,1202.421109,,
0.900960828,9622.936577,,,,,,,,,,,,,,,,,,,0.0825,3204.907226,,
0.909830007,9612.51086,,,,,,,,,,,,,,,,,,,0.083,1479.051253,,
0.91722099,9581.23371,,,,,,,,,,,,,,,,,,,0.0835,1198.327187,,
0.917960089,9560.382276,,,,,,,,,,,,,,,,,,,0.084,418.6414952,,
0.922394678,9706.342311,,,,,,,,,,,,,,,,,,,0.0845,1011.147277,,
0.925351072,9768.896612,,,,,,,,,,,,,,,,,,,0.085,2605.887088,,
0.932002956,9904.43093,,,,,,,,,,,,,,,,,,,0.0855,1330.155699,,
0.937915743,10060.81668,,,,,,,,,,,,,,,,,,,0.086,1895.917919,,
0.944567627,10071.2424,,,,,,,,,,,,,,,,,,,0.0865,425.0971324,,
0.948263119,9998.262381,,,,,,,,,,,,,,,,,,,0.087,6760.330168,,
0.953436807,9914.856646,,,,,,,,,,,,,,,,,,,0.0875,1795.827297,,
0.960088692,9894.005213,,,,,,,,,,,,,,,,,,,0.088,1168.925841,,
0.964523282,9873.153779,,,,,,,,,,,,,,,,,,,0.0885,5180.295204,,
0.966740576,9873.153779,,,,,,,,,,,,,,,,,,,0.089,2469.058662,,
0.972653363,9841.876629,,,,,,,,,,,,,,,,,,,0.0895,1778.005307,,
0.974131559,9810.599479,,,,,,,,,,,,,,,,,,,0.09,3674.123698,,
0.980044346,9862.728063,,,,,,,,,,,,,,,,,,,0.0905,195.3258683,,
0.985957132,9831.450912,,,,,,,,,,,,,,,,,,,0.091,214.0456245,,
0.990391722,9810.599479,,,,,,,,,,,,,,,,,,,0.0915,1014.758653,,
0.993348115,9810.599479,,,,,,,,,,,,,,,,,,,0.092,5354.619219,,
0.997043607,9821.025195,,,,,,,,,,,,,,,,,,,0.0925,185.4413594,,
,,,,,,,,,,,,,,,,,,,,0.093,472.267383,,
,,,,,,,,,,,,,,,,,,,,0.0935,5850.362669,,
,,,,,,,,,,,,,,,,,,,,0.094,225.6601622,,
,,,,,,,,,,,,,,,,,,,,0.0945,6421.571454,,
,,,,,,,,,,,,,,,,,,,,0.095,793.7777471,,
,,,,,,,,,,,,,,,,,,,,0.0955,1095.326438,,
,,,,,,,,,,,,,,,,,,,,0.096,1295.181562,,
,,,,,,,,,,,,,,,,,,,,0.0965,2093.783569,,
,,,,,,,,,,,,,,,,,,,,0.097,3728.54189,,
,,,,,,,,,,,,,,,,,,,,0.0975,1064.198316,,
,,,,,,,,,,,,,,,,,,,,0.098,108.1763706,,
,,,,,,,,,,,,,,,,,,,,0.0985,3858.057633,,
,,,,,,,,,,,,,,,,,,,,0.099,4892.40391,,
,,,,,,,,,,,,,,,,,,,,0.0995,2254.342424,,
,,,,,,,,,,,,,,,,,,,,0.1,202.8339509,,
,,,,,,,,,,,,,,,,,,,,0.1005,730.7284902,,
,,,,,,,,,,,,,,,,,,,,0.101,742.6610231,,
,,,,,,,,,,,,,,,,,,,,0.1015,1774.824922,,
,,,,,,,,,,,,,,,,,,,,0.102,944.3444125,,
,,,,,,,,,,,,,,,,,,,,0.1025,1872.836483,,
,,,,,,,,,,,,,,,,,,,,0.103,1971.027177,,
,,,,,,,,,,,,,,,,,,,,0.1035,2192.619464,,
,,,,,,,,,,,,,,,,,,,,0.104,1527.738487,,
,,,,,,,,,,,,,,,,,,,,0.1045,873.0036568,,
,,,,,,,,,,,,,,,,,,,,0.105,597.746957,,
,,,,,,,,,,,,,,,,,,,,0.1055,4297.549325,,
,,,,,,,,,,,,,,,,,,,,0.106,1112.074654,,
,,,,,,,,,,,,,,,,,,,,0.1065,161.0659793,,
,,,,,,,,,,,,,,,,,,,,0.107,964.3502327,,
,,,,,,,,,,,,,,,,,,,,0.1075,201.7407098,,
,,,,,,,,,,,,,,,,,,,,0.108,241.4924135,,
,,,,,,,,,,,,,,,,,,,,0.1085,1559.893524,,
,,,,,,,,,,,,,,,,,,,,0.109,3991.56625,,
,,,,,,,,,,,,,,,,,,,,0.1095,988.0850266,,
,,,,,,,,,,,,,,,,,,,,0.11,1034.680878,,
,,,,,,,,,,,,,,,,,,,,0.1105,7098.258842,,
,,,,,,,,,,,,,,,,,,,,0.111,7415.591038,,
,,,,,,,,,,,,,,,,,,,,0.1115,3009.000597,,
,,,,,,,,,,,,,,,,,,,,0.112,5258.881049,,
,,,,,,,,,,,,,,,,,,,,0.1125,6927.634651,,
,,,,,,,,,,,,,,,,,,,,0.113,5579.542018,,
,,,,,,,,,,,,,,,,,,,,0.1135,5112.694113,,
,,,,,,,,,,,,,,,,,,,,0.114,1290.069887,,
,,,,,,,,,,,,,,,,,,,,0.1145,5398.300359,,
,,,,,,,,,,,,,,,,,,,,0.115,7271.789522,,
,,,,,,,,,,,,,,,,,,,,0.1155,7054.275748,,
,,,,,,,,,,,,,,,,,,,,0.116,2996.063531,,
,,,,,,,,,,,,,,,,,,,,0.1165,5854.670287,,
,,,,,,,,,,,,,,,,,,,,0.117,3351.120661,,
,,,,,,,,,,,,,,,,,,,,0.1175,189.0397315,,
,,,,,,,,,,,,,,,,,,,,0.118,7455.12794,,
,,,,,,,,,,,,,,,,,,,,0.1185,1391.02033,,
,,,,,,,,,,,,,,,,,,,,0.119,7302.879582,,
,,,,,,,,,,,,,,,,,,,,0.1195,3290.090819,,
,,,,,,,,,,,,,,,,,,,,0.12,4047.746643,,
,,,,,,,,,,,,,,,,,,,,0.1205,254.1841633,,
,,,,,,,,,,,,,,,,,,,,0.121,7602.116387,,
,,,,,,,,,,,,,,,,,,,,0.1215,7549.8701,,
,,,,,,,,,,,,,,,,,,,,0.122,7773.985186,,
,,,,,,,,,,,,,,,,,,,,0.1225,3964.628471,,
,,,,,,,,,,,,,,,,,,,,0.123,7612.866737,,
,,,,,,,,,,,,,,,,,,,,0.1235,133.7083714,,
,,,,,,,,,,,,,,,,,,,,0.124,7627.72783,,
,,,,,,,,,,,,,,,,,,,,0.1245,1834.987801,,
,,,,,,,,,,,,,,,,,,,,0.125,181.8744595,,
,,,,,,,,,,,,,,,,,,,,0.1255,4203.898304,,
,,,,,,,,,,,,,,,,,,,,0.126,7717.939465,,
,,,,,,,,,,,,,,,,,,,,0.1265,1807.717047,,
,,,,,,,,,,,,,,,,,,,,0.127,137.5846475,,
,,,,,,,,,,,,,,,,,,,,0.1275,6870.01451,,
,,,,,,,,,,,,,,,,,,,,0.128,207.8891243,,
,,,,,,,,,,,,,,,,,,,,0.1285,2753.959238,,
,,,,,,,,,,,,,,,,,,,,0.129,844.4682375,,
,,,,,,,,,,,,,,,,,,,,0.1295,7870.468317,,
,,,,,,,,,,,,,,,,,,,,0.13,1847.354366,,
,,,,,,,,,,,,,,,,,,,,0.1305,4699.494348,,
,,,,,,,,,,,,,,,,,,,,0.131,748.5566606,,
,,,,,,,,,,,,,,,,,,,,0.1315,3118.766424,,
,,,,,,,,,,,,,,,,,,,,0.132,2538.188749,,
,,,,,,,,,,,,,,,,,,,,0.1325,1316.557276,,
,,,,,,,,,,,,,,,,,,,,0.133,7991.358772,,
,,,,,,,,,,,,,,,,,,,,0.1335,1899.828903,,
,,,,,,,,,,,,,,,,,,,,0.134,2110.068234,,
,,,,,,,,,,,,,,,,,,,,0.1345,879.4211569,,
,,,,,,,,,,,,,,,,,,,,0.135,1157.076715,,
,,,,,,,,,,,,,,,,,,,,0.1355,1351.806351,,
,,,,,,,,,,,,,,,,,,,,0.136,1181.138898,,
,,,,,,,,,,,,,,,,,,,,0.1365,160.9342844,,
,,,,,,,,,,,,,,,,,,,,0.137,1504.195555,,
,,,,,,,,,,,,,,,,,,,,0.1375,2419.74687,,
,,,,,,,,,,,,,,,,,,,,0.138,2195.593438,,
,,,,,,,,,,,,,,,,,,,,0.1385,2529.808657,,
,,,,,,,,,,,,,,,,,,,,0.139,506.018253,,
,,,,,,,,,,,,,,,,,,,,0.1395,2472.343208,,
,,,,,,,,,,,,,,,,,,,,0.14,1928.285345,,
,,,,,,,,,,,,,,,,,,,,0.1405,7547.612428,,
,,,,,,,,,,,,,,,,,,,,0.141,2923.574274,,
,,,,,,,,,,,,,,,,,,,,0.1415,1208.11563,,
,,,,,,,,,,,,,,,,,,,,0.142,1704.901482,,
,,,,,,,,,,,,,,,,,,,,0.1425,1053.103825,,
,,,,,,,,,,,,,,,,,,,,0.143,583.2525219,,
,,,,,,,,,,,,,,,,,,,,0.1435,4962.773412,,
,,,,,,,,,,,,,,,,,,,,0.144,3487.573733,,
,,,,,,,,,,,,,,,,,,,,0.1445,2416.584732,,
,,,,,,,,,,,,,,,,,,,,0.145,3503.792027,,
,,,,,,,,,,,,,,,,,,,,0.1455,4272.854967,,
,,,,,,,,,,,,,,,,,,,,0.146,6277.183395,,
,,,,,,,,,,,,,,,,,,,,0.1465,1308.419957,,
,,,,,,,,,,,,,,,,,,,,0.147,2007.178791,,
,,,,,,,,,,,,,,,,,,,,0.1475,2147.091764,,
,,,,,,,,,,,,,,,,,,,,0.148,4014.750067,,
,,,,,,,,,,,,,,,,,,,,0.1485,2851.086318,,
,,,,,,,,,,,,,,,,,,,,0.149,6013.57078,,
,,,,,,,,,,,,,,,,,,,,0.1495,722.2182256,,
,,,,,,,,,,,,,,,,,,,,0.15,5839.191476,,
,,,,,,,,,,,,,,,,,,,,0.1505,4728.298792,,
,,,,,,,,,,,,,,,,,,,,0.151,964.822448,,
,,,,,,,,,,,,,,,,,,,,0.1515,1384.536213,,
,,,,,,,,,,,,,,,,,,,,0.152,4229.861714,,
,,,,,,,,,,,,,,,,,,,,0.1525,2517.402246,,
,,,,,,,,,,,,,,,,,,,,0.153,1980.894627,,
,,,,,,,,,,,,,,,,,,,,0.1535,2044.255213,,
,,,,,,,,,,,,,,,,,,,,0.154,1550.137323,,
,,,,,,,,,,,,,,,,,,,,0.1545,383.3062785,,
,,,,,,,,,,,,,,,,,,,,0.155,3762.454711,,
,,,,,,,,,,,,,,,,,,,,0.1555,1392.006986,,
,,,,,,,,,,,,,,,,,,,,0.156,362.0913617,,
,,,,,,,,,,,,,,,,,,,,0.1565,203.4556947,,
,,,,,,,,,,,,,,,,,,,,0.157,1511.582297,,
,,,,,,,,,,,,,,,,,,,,0.1575,1942.927811,,
,,,,,,,,,,,,,,,,,,,,0.158,1058.207787,,
,,,,,,,,,,,,,,,,,,,,0.1585,2451.838778,,
,,,,,,,,,,,,,,,,,,,,0.159,4309.283923,,
,,,,,,,,,,,,,,,,,,,,0.1595,2260.135926,,
,,,,,,,,,,,,,,,,,,,,0.16,301.8866596,,
,,,,,,,,,,,,,,,,,,,,0.1605,1699.228232,,
,,,,,,,,,,,,,,,,,,,,0.161,2695.225164,,
,,,,,,,,,,,,,,,,,,,,0.1615,1062.510331,,
,,,,,,,,,,,,,,,,,,,,0.162,2899.308791,,
,,,,,,,,,,,,,,,,,,,,0.1625,4773.537961,,
,,,,,,,,,,,,,,,,,,,,0.163,1207.686938,,
,,,,,,,,,,,,,,,,,,,,0.1635,1022.579819,,
,,,,,,,,,,,,,,,,,,,,0.164,8737.379569,,
,,,,,,,,,,,,,,,,,,,,0.1645,1988.117621,,
,,,,,,,,,,,,,,,,,,,,0.165,7639.210341,,
,,,,,,,,,,,,,,,,,,,,0.1655,405.6294868,,
,,,,,,,,,,,,,,,,,,,,0.166,5119.931826,,
,,,,,,,,,,,,,,,,,,,,0.1665,2052.930689,,
,,,,,,,,,,,,,,,,,,,,0.167,8299.675807,,
,,,,,,,,,,,,,,,,,,,,0.1675,1271.550069,,
,,,,,,,,,,,,,,,,,,,,0.168,4340.917102,,
,,,,,,,,,,,,,,,,,,,,0.1685,7264.39026,,
,,,,,,,,,,,,,,,,,,,,0.169,2163.048078,,
,,,,,,,,,,,,,,,,,,,,0.1695,1258.99792,,
,,,,,,,,,,,,,,,,,,,,0.17,179.5653557,,
,,,,,,,,,,,,,,,,,,,,0.1705,1242.508407,,
,,,,,,,,,,,,,,,,,,,,0.171,2163.078458,,
,,,,,,,,,,,,,,,,,,,,0.1715,5128.696403,,
,,,,,,,,,,,,,,,,,,,,0.172,8848.165828,,
,,,,,,,,,,,,,,,,,,,,0.1725,8892.340264,,
,,,,,,,,,,,,,,,,,,,,0.173,586.9503412,,
,,,,,,,,,,,,,,,,,,,,0.1735,2952.780715,,
,,,,,,,,,,,,,,,,,,,,0.174,202.5531323,,
,,,,,,,,,,,,,,,,,,,,0.1745,6987.374137,,
,,,,,,,,,,,,,,,,,,,,0.175,8980.240983,,
,,,,,,,,,,,,,,,,,,,,0.1755,3144.392162,,
,,,,,,,,,,,,,,,,,,,,0.176,8862.159896,,
,,,,,,,,,,,,,,,,,,,,0.1765,4070.904556,,
,,,,,,,,,,,,,,,,,,,,0.177,710.2768137,,
,,,,,,,,,,,,,,,,,,,,0.1775,9252.505681,,
,,,,,,,,,,,,,,,,,,,,0.178,920.6713726,,
,,,,,,,,,,,,,,,,,,,,0.1785,424.9484399,,
,,,,,,,,,,,,,,,,,,,,0.179,508.5644089,,
,,,,,,,,,,,,,,,,,,,,0.1795,3389.430436,,
,,,,,,,,,,,,,,,,,,,,0.18,3651.846605,,
,,,,,,,,,,,,,,,,,,,,0.1805,8974.364541,,
,,,,,,,,,,,,,,,,,,,,0.181,2844.038809,,
,,,,,,,,,,,,,,,,,,,,0.1815,2062.943636,,
,,,,,,,,,,,,,,,,,,,,0.182,2253.091688,,
,,,,,,,,,,,,,,,,,,,,0.1825,2712.778363,,
,,,,,,,,,,,,,,,,,,,,0.183,8792.054977,,
,,,,,,,,,,,,,,,,,,,,0.1835,5000.19482,,
,,,,,,,,,,,,,,,,,,,,0.184,539.5762854,,
,,,,,,,,,,,,,,,,,,,,0.1845,184.0712526,,
,,,,,,,,,,,,,,,,,,,,0.185,8894.629828,,
,,,,,,,,,,,,,,,,,,,,0.1855,4428.587577,,
,,,,,,,,,,,,,,,,,,,,0.186,202.7487114,,
,,,,,,,,,,,,,,,,,,,,0.1865,3016.211733,,
,,,,,,,,,,,,,,,,,,,,0.187,2421.701983,,
,,,,,,,,,,,,,,,,,,,,0.1875,2880.218763,,
,,,,,,,,,,,,,,,,,,,,0.188,6670.273684,,
,,,,,,,,,,,,,,,,,,,,0.1885,5398.729115,,
,,,,,,,,,,,,,,,,,,,,0.189,2921.537166,,
,,,,,,,,,,,,,,,,,,,,0.1895,581.2066562,,
,,,,,,,,,,,,,,,,,,,,0.19,7380.078264,,
,,,,,,,,,,,,,,,,,,,,0.1905,3323.362851,,
,,,,,,,,,,,,,,,,,,,,0.191,1721.514571,,
,,,,,,,,,,,,,,,,,,,,0.1915,1971.154305,,
,,,,,,,,,,,,,,,,,,,,0.192,9241.279069,,
,,,,,,,,,,,,,,,,,,,,0.1925,9224.595025,,
,,,,,,,,,,,,,,,,,,,,0.193,8891.383796,,
,,,,,,,,,,,,,,,,,,,,0.1935,2048.158428,,
,,,,,,,,,,,,,,,,,,,,0.194,157.621863,,
,,,,,,,,,,,,,,,,,,,,0.1945,9322.84016,,
,,,,,,,,,,,,,,,,,,,,0.195,9118.468965,,
,,,,,,,,,,,,,,,,,,,,0.1955,9336.082472,,
,,,,,,,,,,,,,,,,,,,,0.196,9129.333016,,
,,,,,,,,,,,,,,,,,,,,0.1965,7115.729077,,
,,,,,,,,,,,,,,,,,,,,0.197,9273.249808,,
,,,,,,,,,,,,,,,,,,,,0.1975,9267.275215,,
,,,,,,,,,,,,,,,,,,,,0.198,157.1632753,,
,,,,,,,,,,,,,,,,,,,,0.1985,156.5913262,,
,,,,,,,,,,,,,,,,,,,,0.199,3897.201761,,
,,,,,,,,,,,,,,,,,,,,0.1995,5321.396988,,
,,,,,,,,,,,,,,,,,,,,0.2,6447.670964,,
,,,,,,,,,,,,,,,,,,,,0.2005,9486.352774,,
,,,,,,,,,,,,,,,,,,,,0.201,5920.930127,,
,,,,,,,,,,,,,,,,,,,,0.2015,4323.569556,,
,,,,,,,,,,,,,,,,,,,,0.202,9518.720404,,
,,,,,,,,,,,,,,,,,,,,0.2025,9129.927691,,
,,,,,,,,,,,,,,,,,,,,0.203,9095.106366,,
,,,,,,,,,,,,,,,,,,,,0.2035,8917.618762,,
,,,,,,,,,,,,,,,,,,,,0.204,4554.182196,,
,,,,,,,,,,,,,,,,,,,,0.2045,9399.956934,,
,,,,,,,,,,,,,,,,,,,,0.205,5438.461134,,
,,,,,,,,,,,,,,,,,,,,0.2055,9210.921481,,
,,,,,,,,,,,,,,,,,,,,0.206,9190.115606,,
,,,,,,,,,,,,,,,,,,,,0.2065,4035.482555,,
,,,,,,,,,,,,,,,,,,,,0.207,9417.125739,,
,,,,,,,,,,,,,,,,,,,,0.2075,2413.951537,,
,,,,,,,,,,,,,,,,,,,,0.208,3940.623212,,
,,,,,,,,,,,,,,,,,,,,0.2085,9360.133045,,
,,,,,,,,,,,,,,,,,,,,0.209,3275.069349,,
,,,,,,,,,,,,,,,,,,,,0.2095,9283.527974,,
,,,,,,,,,,,,,,,,,,,,0.21,7585.693148,,
,,,,,,,,,,,,,,,,,,,,0.2105,1478.036326,,
,,,,,,,,,,,,,,,,,,,,0.211,2543.954048,,
,,,,,,,,,,,,,,,,,,,,0.2115,9301.200708,,
,,,,,,,,,,,,,,,,,,,,0.212,299.12589,,
,,,,,,,,,,,,,,,,,,,,0.2125,458.5174842,,
,,,,,,,,,,,,,,,,,,,,0.213,9417.706914,,
,,,,,,,,,,,,,,,,,,,,0.2135,218.5702854,,
,,,,,,,,,,,,,,,,,,,,0.214,5438.347637,,
,,,,,,,,,,,,,,,,,,,,0.2145,9321.303633,,
,,,,,,,,,,,,,,,,,,,,0.215,9568.902961,,
,,,,,,,,,,,,,,,,,,,,0.2155,2641.986491,,
,,,,,,,,,,,,,,,,,,,,0.216,9411.639114,,
,,,,,,,,,,,,,,,,,,,,0.2165,9244.2111,,
,,,,,,,,,,,,,,,,,,,,0.217,9363.774303,,
,,,,,,,,,,,,,,,,,,,,0.2175,1198.064148,,
,,,,,,,,,,,,,,,,,,,,0.218,9425.531911,,
,,,,,,,,,,,,,,,,,,,,0.2185,7035.79964,,
,,,,,,,,,,,,,,,,,,,,0.219,9340.887819,,
,,,,,,,,,,,,,,,,,,,,0.2195,329.7643238,,
,,,,,,,,,,,,,,,,,,,,0.22,9552.287028,,
,,,,,,,,,,,,,,,,,,,,0.2205,413.3020313,,
,,,,,,,,,,,,,,,,,,,,0.221,9106.612113,,
,,,,,,,,,,,,,,,,,,,,0.2215,8501.334485,,
,,,,,,,,,,,,,,,,,,,,0.222,9489.581221,,
,,,,,,,,,,,,,,,,,,,,0.2225,9644.188103,,
,,,,,,,,,,,,,,,,,,,,0.223,1657.305587,,
,,,,,,,,,,,,,,,,,,,,0.2235,2233.670849,,
,,,,,,,,,,,,,,,,,,,,0.224,2675.354693,,
,,,,,,,,,,,,,,,,,,,,0.2245,5907.180066,,
,,,,,,,,,,,,,,,,,,,,0.225,9476.883304,,
,,,,,,,,,,,,,,,,,,,,0.2255,2516.725022,,
,,,,,,,,,,,,,,,,,,,,0.226,7487.432253,,
,,,,,,,,,,,,,,,,,,,,0.2265,9428.036105,,
,,,,,,,,,,,,,,,,,,,,0.227,102.6608087,,
,,,,,,,,,,,,,,,,,,,,0.2275,2538.368483,,
,,,,,,,,,,,,,,,,,,,,0.228,7508.312493,,
,,,,,,,,,,,,,,,,,,,,0.2285,9562.152961,,
,,,,,,,,,,,,,,,,,,,,0.229,309.4842277,,
,,,,,,,,,,,,,,,,,,,,0.2295,9640.854528,,
,,,,,,,,,,,,,,,,,,,,0.23,9599.908828,,
,,,,,,,,,,,,,,,,,,,,0.2305,9392.028443,,
,,,,,,,,,,,,,,,,,,,,0.231,9569.919149,,
,,,,,,,,,,,,,,,,,,,,0.2315,9566.63008,,
,,,,,,,,,,,,,,,,,,,,0.232,9433.199402,,
,,,,,,,,,,,,,,,,,,,,0.2325,9606.087586,,
,,,,,,,,,,,,,,,,,,,,0.233,6377.192745,,
,,,,,,,,,,,,,,,,,,,,0.2335,9642.081286,,
,,,,,,,,,,,,,,,,,,,,0.234,9474.936836,,
,,,,,,,,,,,,,,,,,,,,0.2345,8792.291702,,
,,,,,,,,,,,,,,,,,,,,0.235,1000.511799,,
,,,,,,,,,,,,,,,,,,,,0.2355,9483.845317,,
,,,,,,,,,,,,,,,,,,,,0.236,9236.392894,,
,,,,,,,,,,,,,,,,,,,,0.2365,9694.054302,,
,,,,,,,,,,,,,,,,,,,,0.237,9564.531676,,
,,,,,,,,,,,,,,,,,,,,0.2375,9546.64938,,
,,,,,,,,,,,,,,,,,,,,0.238,9534.545649,,
,,,,,,,,,,,,,,,,,,,,0.2385,9465.280394,,
,,,,,,,,,,,,,,,,,,,,0.239,442.8180713,,
,,,,,,,,,,,,,,,,,,,,0.2395,9606.483826,,
,,,,,,,,,,,,,,,,,,,,0.24,5901.398975,,
,,,,,,,,,,,,,,,,,,,,0.2405,5268.962345,,
,,,,,,,,,,,,,,,,,,,,0.241,9320.297411,,
,,,,,,,,,,,,,,,,,,,,0.2415,9553.753643,,
,,,,,,,,,,,,,,,,,,,,0.242,9605.182273,,
,,,,,,,,,,,,,,,,,,,,0.2425,9686.758555,,
,,,,,,,,,,,,,,,,,,,,0.243,9275.84877,,
,,,,,,,,,,,,,,,,,,,,0.2435,2719.425579,,
,,,,,,,,,,,,,,,,,,,,0.244,9656.083842,,
,,,,,,,,,,,,,,,,,,,,0.2445,9784.268401,,
,,,,,,,,,,,,,,,,,,,,0.245,9426.244592,,
,,,,,,,,,,,,,,,,,,,,0.2455,9624.146715,,
,,,,,,,,,,,,,,,,,,,,0.246,3880.587958,,
,,,,,,,,,,,,,,,,,,,,0.2465,9677.44559,,
,,,,,,,,,,,,,,,,,,,,0.247,407.7101389,,
,,,,,,,,,,,,,,,,,,,,0.2475,9574.297521,,
,,,,,,,,,,,,,,,,,,,,0.248,9729.711713,,
,,,,,,,,,,,,,,,,,,,,0.2485,8554.536756,,
,,,,,,,,,,,,,,,,,,,,0.249,9506.023383,,
,,,,,,,,,,,,,,,,,,,,0.2495,1591.180373,,
,,,,,,,,,,,,,,,,,,,,0.25,9804.280492,,
,,,,,,,,,,,,,,,,,,,,0.2505,9586.647764,,
,,,,,,,,,,,,,,,,,,,,0.251,9590.591501,,
,,,,,,,,,,,,,,,,,,,,0.2515,1293.211731,,
,,,,,,,,,,,,,,,,,,,,0.252,112.0657236,,
,,,,,,,,,,,,,,,,,,,,0.2525,9703.720208,,
,,,,,,,,,,,,,,,,,,,,0.253,9865.364442,,
,,,,,,,,,,,,,,,,,,,,0.2535,9631.3386,,
,,,,,,,,,,,,,,,,,,,,0.254,9423.834636,,
,,,,,,,,,,,,,,,,,,,,0.2545,9457.767178,,
,,,,,,,,,,,,,,,,,,,,0.255,9628.837765,,
,,,,,,,,,,,,,,,,,,,,0.2555,9499.839927,,
,,,,,,,,,,,,,,,,,,,,0.256,9614.503207,,
,,,,,,,,,,,,,,,,,,,,0.2565,3887.306263,,
,,,,,,,,,,,,,,,,,,,,0.257,9752.325489,,
,,,,,,,,,,,,,,,,,,,,0.2575,9687.82757,,
,,,,,,,,,,,,,,,,,,,,0.258,9707.197018,,
,,,,,,,,,,,,,,,,,,,,0.2585,9523.876834,,
,,,,,,,,,,,,,,,,,,,,0.259,9609.499533,,
,,,,,,,,,,,,,,,,,,,,0.2595,9652.148815,,
,,,,,,,,,,,,,,,,,,,,0.26,9313.419142,,
,,,,,,,,,,,,,,,,,,,,0.2605,9544.040479,,
,,,,,,,,,,,,,,,,,,,,0.261,9498.322365,,
,,,,,,,,,,,,,,,,,,,,0.2615,9424.111982,,
,,,,,,,,,,,,,,,,,,,,0.262,452.9710108,,
