SAC Flow-T,,SAC Flow-G,,FlowRL,,DIME,,QSM,,SAC,,PPO,,MaxEntDP,,,,TD3,,Crossq,,SMPO,,,,QVPO,,,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,MIN,MAX,X,Y,X,Y,X,Y,MIN,MAX,X,Y,MIN,MAX
,,0.921124857,364075.2114,,,,,,,,,,,,,,,,,,,,,,,0.0415,21.47785759,21.47785759,21.47785759
,,0.933371826,366790.7762,,,,,,,,,,,,,,,,,,,,,,,0.042,20124.04297,20124.04297,20124.04297
,,0.941789999,367811.7022,,,,,,,,,,,,,,,,,,,,,,,0.0425,4386.516113,4386.516113,4386.516113
,,0.961686146,369517.2157,,,,,,,,,,,,,,,,,,,,,,,0.043,8177.725098,8177.725098,8177.725098
,,0.978516667,368513.3785,,,,,,,,,,,,,,,,,,,,,,,0.0435,3846.191162,3846.191162,3846.191162
,,0.987697363,368181.1826,,,,,,,,,,,,,,,,,,,,,,,0.044,2239.80835,2239.80835,2239.80835
,,0.996878706,368187.3968,,,,,,,,,,,,,,,,,,,,,,,0.0445,16679.71782,971.774231,32594.41211
,,0.954032438,368158.3976,,,,,,,,,,,,,,,,,,,,,,,0.045,30814.62305,30814.62305,30814.62305
,,0.966274876,368505.093,,,,,,,,,,,,,,,,,,,,,,,0.0455,6094.536133,6094.536133,6094.536133
,,,,,,,,,,,,,,,,,,,,,,,,,,0.046,44.60957336,44.60957336,44.60957336
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0465,204.1399384,204.1399384,204.1399384
,,,,,,,,,,,,,,,,,,,,,,,,,,0.047,300.2709045,300.2709045,300.2709045
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0475,319.5176697,319.5176697,319.5176697
,,,,,,,,,,,,,,,,,,,,,,,,,,0.048,3940.249268,3940.249268,3940.249268
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0485,13552.62649,1041.965454,27564.00195
,,,,,,,,,,,,,,,,,,,,,,,,,,0.049,910.9629517,910.9629517,910.9629517
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495,1075.525513,1075.525513,1075.525513
,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,365.3808899,365.3808899,365.3808899
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0505,24840.57813,24840.57813,24840.57813
,,,,,,,,,,,,,,,,,,,,,,,,,,0.051,14741.70508,14741.70508,14741.70508
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0515,24776.29297,24776.29297,24776.29297
,,,,,,,,,,,,,,,,,,,,,,,,,,0.052,20972.62305,20972.62305,20972.62305
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0525,6997.313538,553.2804565,16003.88184
,,,,,,,,,,,,,,,,,,,,,,,,,,0.053,21.34832573,21.34832573,21.34832573
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0535,120.5539551,120.5539551,120.5539551
,,,,,,,,,,,,,,,,,,,,,,,,,,0.054,271.7688599,271.7688599,271.7688599
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0545,390.0896606,390.0896606,390.0896606
,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,25.30824852,25.30824852,25.30824852
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0555,72.08862305,72.08862305,72.08862305
,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,11138.62354,983.3527222,24551.14453
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0565,21808.35352,21808.35352,21808.35352
,,,,,,,,,,,,,,,,,,,,,,,,,,0.057,514.4367676,514.4367676,514.4367676
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0575,1686.1073,1686.1073,1686.1073
,,,,,,,,,,,,,,,,,,,,,,,,,,0.058,25921.24805,25921.24805,25921.24805
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0585,28794.26367,28794.26367,28794.26367
,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,5133.929199,5133.929199,5133.929199
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0595,3151.820068,3151.820068,3151.820068
,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,9836.769035,124.7711334,22691.90234
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0605,112.7073135,112.7073135,112.7073135
,,,,,,,,,,,,,,,,,,,,,,,,,,0.061,26647.46484,26647.46484,26647.46484
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0615,307.9551392,307.9551392,307.9551392
,,,,,,,,,,,,,,,,,,,,,,,,,,0.062,25011.82422,25011.82422,25011.82422
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,70.57870483,70.57870483,70.57870483
,,,,,,,,,,,,,,,,,,,,,,,,,,0.063,19.386343,19.386343,19.386343
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0635,87.0909729,87.0909729,87.0909729
,,,,,,,,,,,,,,,,,,,,,,,,,,0.064,11640.62516,30.37120247,26647.84766
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0645,30.43340683,30.43340683,30.43340683
,,,,,,,,,,,,,,,,,,,,,,,,,,0.065,329.213623,329.213623,329.213623
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0655,105.5419235,105.5419235,105.5419235
,,,,,,,,,,,,,,,,,,,,,,,,,,0.066,146.1802979,146.1802979,146.1802979
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0665,113.2754059,113.2754059,113.2754059
,,,,,,,,,,,,,,,,,,,,,,,,,,0.067,69.811409,69.811409,69.811409
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0675,10036.78209,6.845486164,19844.92578
,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,23.14797974,23.14797974,23.14797974
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0685,4312.147461,4312.147461,4312.147461
,,,,,,,,,,,,,,,,,,,,,,,,,,0.069,4125.995117,4125.995117,4125.995117
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0695,821.7696533,821.7696533,821.7696533
,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,1896.412476,1896.412476,1896.412476
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0705,86.93518829,86.93518829,86.93518829
,,,,,,,,,,,,,,,,,,,,,,,,,,0.071,140.2464142,140.2464142,140.2464142
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0715,14028.83968,4247.517578,26092.99023
,,,,,,,,,,,,,,,,,,,,,,,,,,0.072,13941.08203,13941.08203,13941.08203
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0725,3663.198975,3663.198975,3663.198975
,,,,,,,,,,,,,,,,,,,,,,,,,,0.073,55.57606125,55.57606125,55.57606125
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0735,14.04457474,14.04457474,14.04457474
,,,,,,,,,,,,,,,,,,,,,,,,,,0.074,29.5383091,29.5383091,29.5383091
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0745,18.12692833,18.12692833,18.12692833
,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,25.56610107,25.56610107,25.56610107
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0755,5933.816935,29.29398155,15397.14258
,,,,,,,,,,,,,,,,,,,,,,,,,,0.076,39.77397537,39.77397537,39.77397537
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0765,21.23752785,21.23752785,21.23752785
,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,41.56453705,41.56453705,41.56453705
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0775,31.65350151,31.65350151,31.65350151
,,,,,,,,,,,,,,,,,,,,,,,,,,0.078,1765.906128,1765.906128,1765.906128
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0785,17456.875,17456.875,17456.875
,,,,,,,,,,,,,,,,,,,,,,,,,,0.079,17718.08719,5190.147461,25588.36914
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0795,7450.314453,7450.314453,7450.314453
,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,5535.884277,5535.884277,5535.884277
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0805,41.18751144,41.18751144,41.18751144
,,,,,,,,,,,,,,,,,,,,,,,,,,0.081,43.24949646,43.24949646,43.24949646
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0815,557.8673706,557.8673706,557.8673706
,,,,,,,,,,,,,,,,,,,,,,,,,,0.082,6201.272461,6201.272461,6201.272461
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0825,280.0571594,280.0571594,280.0571594
,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,21346.70504,3200.837646,29557.53516
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0835,1878.470093,1878.470093,1878.470093
,,,,,,,,,,,,,,,,,,,,,,,,,,0.084,19552.39844,19552.39844,19552.39844
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0845,20459.67383,20459.67383,20459.67383
,,,,,,,,,,,,,,,,,,,,,,,,,,0.085,1338.356201,1338.356201,1338.356201
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0855,1026.433472,1026.433472,1026.433472
,,,,,,,,,,,,,,,,,,,,,,,,,,0.086,22773.69336,22773.69336,22773.69336
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0865,15235.68555,15235.68555,15235.68555
,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,12552.39729,1411.427734,24581.60742
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0875,23969.06836,23969.06836,23969.06836
,,,,,,,,,,,,,,,,,,,,,,,,,,0.088,1448.421021,1448.421021,1448.421021
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0885,724.9327393,724.9327393,724.9327393
,,,,,,,,,,,,,,,,,,,,,,,,,,0.089,108.4782867,108.4782867,108.4782867
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0895,10192.46582,10192.46582,10192.46582
,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,4405.53125,4405.53125,4405.53125
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0905,16013.74717,603.6818848,31322.25
,,,,,,,,,,,,,,,,,,,,,,,,,,0.091,2811.988525,2811.988525,2811.988525
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0915,864.4642944,864.4642944,864.4642944
,,,,,,,,,,,,,,,,,,,,,,,,,,0.092,6047.312988,6047.312988,6047.312988
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0925,878.0956421,878.0956421,878.0956421
,,,,,,,,,,,,,,,,,,,,,,,,,,0.093,2073.924561,2073.924561,2073.924561
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0935,2245.855713,2245.855713,2245.855713
,,,,,,,,,,,,,,,,,,,,,,,,,,0.094,929.0953369,929.0953369,929.0953369
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0945,12309.42651,734.2947998,21576.69922
,,,,,,,,,,,,,,,,,,,,,,,,,,0.095,720.8851318,720.8851318,720.8851318
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0955,4161.527832,4161.527832,4161.527832
,,,,,,,,,,,,,,,,,,,,,,,,,,0.096,20440.16602,20440.16602,20440.16602
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0965,5896.391602,5896.391602,5896.391602
,,,,,,,,,,,,,,,,,,,,,,,,,,0.097,3910.349121,3910.349121,3910.349121
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0975,821.9326782,821.9326782,821.9326782
,,,,,,,,,,,,,,,,,,,,,,,,,,0.098,5636.11377,5636.11377,5636.11377
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0985,11557.33092,630.9624634,29085.00586
,,,,,,,,,,,,,,,,,,,,,,,,,,0.099,22263.7207,22263.7207,22263.7207
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0995,23165.43359,23165.43359,23165.43359
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,4023.266602,4023.266602,4023.266602
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1005,4570.258301,4570.258301,4570.258301
,,,,,,,,,,,,,,,,,,,,,,,,,,0.101,3376.857666,3376.857666,3376.857666
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1015,22855.08789,22855.08789,22855.08789
,,,,,,,,,,,,,,,,,,,,,,,,,,0.102,14871.08138,919.7512817,24416.66797
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1025,784.5015259,784.5015259,784.5015259
,,,,,,,,,,,,,,,,,,,,,,,,,,0.103,16422.33984,16422.33984,16422.33984
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1035,14742.00391,14742.00391,14742.00391
,,,,,,,,,,,,,,,,,,,,,,,,,,0.104,1482.691162,1482.691162,1482.691162
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1045,90.12349701,90.12349701,90.12349701
,,,,,,,,,,,,,,,,,,,,,,,,,,0.105,2287.791992,2287.791992,2287.791992
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1055,5341.897949,5341.897949,5341.897949
,,,,,,,,,,,,,,,,,,,,,,,,,,0.106,6900.232391,627.565979,10861.13477
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1065,1151.828491,1151.828491,1151.828491
,,,,,,,,,,,,,,,,,,,,,,,,,,0.107,3064.325928,3064.325928,3064.325928
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1075,9151.362305,9151.362305,9151.362305
,,,,,,,,,,,,,,,,,,,,,,,,,,0.108,11878.34766,11878.34766,11878.34766
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1085,11278.62598,11278.62598,11278.62598
,,,,,,,,,,,,,,,,,,,,,,,,,,0.109,16961.64453,16961.64453,16961.64453
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1095,8405.451172,8405.451172,8405.451172
,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,18113.01678,2592.796143,30516.12695
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1105,20731.02734,20731.02734,20731.02734
,,,,,,,,,,,,,,,,,,,,,,,,,,0.111,17380.24805,17380.24805,17380.24805
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1115,7090.859375,7090.859375,7090.859375
,,,,,,,,,,,,,,,,,,,,,,,,,,0.112,7622.408691,7622.408691,7622.408691
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1125,41004.125,41004.125,41004.125
,,,,,,,,,,,,,,,,,,,,,,,,,,0.113,24454.30859,24454.30859,24454.30859
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1135,22030.27246,11902.72949,38447.64063
,,,,,,,,,,,,,,,,,,,,,,,,,,0.114,15898.44824,15898.44824,15898.44824
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1145,8641.918945,8641.918945,8641.918945
,,,,,,,,,,,,,,,,,,,,,,,,,,0.115,27431.58203,27431.58203,27431.58203
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1155,18604.91211,18604.91211,18604.91211
,,,,,,,,,,,,,,,,,,,,,,,,,,0.116,29836.09375,29836.09375,29836.09375
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1165,6370.617676,6370.617676,6370.617676
,,,,,,,,,,,,,,,,,,,,,,,,,,0.117,196.4963074,196.4963074,196.4963074
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1175,11109.47727,1032.535522,22102.45508
,,,,,,,,,,,,,,,,,,,,,,,,,,0.118,127.4294128,127.4294128,127.4294128
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1185,104.4780731,104.4780731,104.4780731
,,,,,,,,,,,,,,,,,,,,,,,,,,0.119,16400.38672,16400.38672,16400.38672
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1195,10509.73926,10509.73926,10509.73926
,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,20885.51563,20885.51563,20885.51563
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1205,14554.55762,14554.55762,14554.55762
,,,,,,,,,,,,,,,,,,,,,,,,,,0.121,10.42931938,10.42931938,10.42931938
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1215,16710.09579,172.4246521,35419.95703
,,,,,,,,,,,,,,,,,,,,,,,,,,0.122,13221.90527,13221.90527,13221.90527
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1225,84.44831848,84.44831848,84.44831848
,,,,,,,,,,,,,,,,,,,,,,,,,,0.123,391.4751282,391.4751282,391.4751282
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1235,140.2006531,140.2006531,140.2006531
,,,,,,,,,,,,,,,,,,,,,,,,,,0.124,140.6878662,140.6878662,140.6878662
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1245,140.3412323,140.3412323,140.3412323
,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,11573.51013,433.4664307,17938.96484
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1255,16134.43066,16134.43066,16134.43066
,,,,,,,,,,,,,,,,,,,,,,,,,,0.126,26771.97656,26771.97656,26771.97656
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1265,12355.30371,12355.30371,12355.30371
,,,,,,,,,,,,,,,,,,,,,,,,,,0.127,7707.187012,7707.187012,7707.187012
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1275,3543.202637,3543.202637,3543.202637
,,,,,,,,,,,,,,,,,,,,,,,,,,0.128,12026.35352,12026.35352,12026.35352
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1285,13886.59277,13886.59277,13886.59277
,,,,,,,,,,,,,,,,,,,,,,,,,,0.129,15806.40614,470.7698669,26638.60547
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1295,10070.89063,10070.89063,10070.89063
,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,19027.84961,19027.84961,19027.84961
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1305,33009.14844,33009.14844,33009.14844
,,,,,,,,,,,,,,,,,,,,,,,,,,0.131,9950.487305,9950.487305,9950.487305
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1315,22750.06641,22750.06641,22750.06641
,,,,,,,,,,,,,,,,,,,,,,,,,,0.132,940.6879272,940.6879272,940.6879272
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1325,18613.09961,18613.09961,18613.09961
,,,,,,,,,,,,,,,,,,,,,,,,,,0.133,10725.37186,704.0400391,27339.98828
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1335,21139.85547,21139.85547,21139.85547
,,,,,,,,,,,,,,,,,,,,,,,,,,0.134,12985.02246,12985.02246,12985.02246
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1345,19663.9082,19663.9082,19663.9082
,,,,,,,,,,,,,,,,,,,,,,,,,,0.135,17159.22266,17159.22266,17159.22266
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1355,15656.79395,15656.79395,15656.79395
,,,,,,,,,,,,,,,,,,,,,,,,,,0.136,11513.52051,11513.52051,11513.52051
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1365,11719.86862,995.8421631,26429.67773
,,,,,,,,,,,,,,,,,,,,,,,,,,0.137,2131.19043,2131.19043,2131.19043
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1375,31010.54883,31010.54883,31010.54883
,,,,,,,,,,,,,,,,,,,,,,,,,,0.138,33260.25781,33260.25781,33260.25781
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1385,30133.26953,30133.26953,30133.26953
,,,,,,,,,,,,,,,,,,,,,,,,,,0.139,36884.89063,36884.89063,36884.89063
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1395,9908.389648,9908.389648,9908.389648
,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,23153.52148,23153.52148,23153.52148
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1405,6981.675486,540.2289429,15065.61523
,,,,,,,,,,,,,,,,,,,,,,,,,,0.141,3804.660645,3804.660645,3804.660645
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1415,4668.356934,4668.356934,4668.356934
,,,,,,,,,,,,,,,,,,,,,,,,,,0.142,14842.74902,14842.74902,14842.74902
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1425,20564.87305,20564.87305,20564.87305
,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,24630.58008,24630.58008,24630.58008
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1435,22541.35547,22541.35547,22541.35547
,,,,,,,,,,,,,,,,,,,,,,,,,,0.144,578.0963745,578.0963745,578.0963745
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1445,7750.391427,664.44104,20486.26563
,,,,,,,,,,,,,,,,,,,,,,,,,,0.145,7651.315918,7651.315918,7651.315918
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1455,1613.818726,1613.818726,1613.818726
,,,,,,,,,,,,,,,,,,,,,,,,,,0.146,9035.21875,9035.21875,9035.21875
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1465,8069.904785,8069.904785,8069.904785
,,,,,,,,,,,,,,,,,,,,,,,,,,0.147,30556.73047,30556.73047,30556.73047
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1475,9316.695313,9316.695313,9316.695313
,,,,,,,,,,,,,,,,,,,,,,,,,,0.148,11358.13133,2019.381226,16180.21289
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1485,20242.75195,20242.75195,20242.75195
,,,,,,,,,,,,,,,,,,,,,,,,,,0.149,4659.179688,4659.179688,4659.179688
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1495,4453.940918,4453.940918,4453.940918
,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,576.0307617,576.0307617,576.0307617
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1505,3020.398438,3020.398438,3020.398438
,,,,,,,,,,,,,,,,,,,,,,,,,,0.151,3622.425049,3622.425049,3622.425049
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1515,15560.22266,15560.22266,15560.22266
,,,,,,,,,,,,,,,,,,,,,,,,,,0.152,6907.34255,590.0997314,20700.19336
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1525,5508.911133,5508.911133,5508.911133
,,,,,,,,,,,,,,,,,,,,,,,,,,0.153,17618.80273,17618.80273,17618.80273
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1535,26706.79688,26706.79688,26706.79688
,,,,,,,,,,,,,,,,,,,,,,,,,,0.154,20772.18359,20772.18359,20772.18359
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1545,30561.25391,30561.25391,30561.25391
,,,,,,,,,,,,,,,,,,,,,,,,,,0.155,27462.00586,27462.00586,27462.00586
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1555,25872.45117,25872.45117,25872.45117
,,,,,,,,,,,,,,,,,,,,,,,,,,0.156,11331.07894,1219.744385,30945.31836
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1565,975.3029785,975.3029785,975.3029785
,,,,,,,,,,,,,,,,,,,,,,,,,,0.157,11164.83398,11164.83398,11164.83398
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1575,9785.848633,9785.848633,9785.848633
,,,,,,,,,,,,,,,,,,,,,,,,,,0.158,8788.887695,8788.887695,8788.887695
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1585,602.4574585,602.4574585,602.4574585
,,,,,,,,,,,,,,,,,,,,,,,,,,0.159,2372.719238,2372.719238,2372.719238
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1595,12042.14169,1064.405273,30229.57422
,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,9035.020508,9035.020508,9035.020508
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1605,1835.746216,1835.746216,1835.746216
,,,,,,,,,,,,,,,,,,,,,,,,,,0.161,9050.181641,9050.181641,9050.181641
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1615,18935.25195,18935.25195,18935.25195
,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,7350.298828,7350.298828,7350.298828
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1625,6697.999512,6697.999512,6697.999512
,,,,,,,,,,,,,,,,,,,,,,,,,,0.163,3093.725342,3093.725342,3093.725342
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1635,12645.95868,1601.881958,25500.66211
,,,,,,,,,,,,,,,,,,,,,,,,,,0.164,12593.29492,12593.29492,12593.29492
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1645,6479.33252,6479.33252,6479.33252
,,,,,,,,,,,,,,,,,,,,,,,,,,0.165,14666.74707,14666.74707,14666.74707
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1655,8840.049805,8840.049805,8840.049805
,,,,,,,,,,,,,,,,,,,,,,,,,,0.166,5557.065918,5557.065918,5557.065918
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1665,5528.248047,5528.248047,5528.248047
,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,16364.51953,16364.51953,16364.51953
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1675,13312.14207,570.8695068,22893.47266
,,,,,,,,,,,,,,,,,,,,,,,,,,0.168,1543.258057,1543.258057,1543.258057
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1685,5396.685059,5396.685059,5396.685059
,,,,,,,,,,,,,,,,,,,,,,,,,,0.169,940.8150024,940.8150024,940.8150024
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1695,1748.563843,1748.563843,1748.563843
,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,2290.851074,2290.851074,2290.851074
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1705,852.072998,852.072998,852.072998
,,,,,,,,,,,,,,,,,,,,,,,,,,0.171,17278.55729,1372.007446,32461.16406
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1715,404.2968445,404.2968445,404.2968445
,,,,,,,,,,,,,,,,,,,,,,,,,,0.172,442.1130676,442.1130676,442.1130676
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1725,10301.72461,10301.72461,10301.72461
,,,,,,,,,,,,,,,,,,,,,,,,,,0.173,6520.333008,6520.333008,6520.333008
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1735,9771.556641,9771.556641,9771.556641
,,,,,,,,,,,,,,,,,,,,,,,,,,0.174,664.3074951,664.3074951,664.3074951
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1745,10468.39746,10468.39746,10468.39746
,,,,,,,,,,,,,,,,,,,,,,,,,,0.175,16475.09375,8618.629883,28479.26953
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1755,4116.881836,4116.881836,4116.881836
,,,,,,,,,,,,,,,,,,,,,,,,,,0.176,19193.03711,19193.03711,19193.03711
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1765,4212.387695,4212.387695,4212.387695
,,,,,,,,,,,,,,,,,,,,,,,,,,0.177,777.2269897,777.2269897,777.2269897
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1775,1681.480103,1681.480103,1681.480103
,,,,,,,,,,,,,,,,,,,,,,,,,,0.178,2365.495605,2365.495605,2365.495605
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1785,572.3461304,572.3461304,572.3461304
,,,,,,,,,,,,,,,,,,,,,,,,,,0.179,7473.378523,1030.799805,25750.08398
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1795,22359.94336,22359.94336,22359.94336
,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,27535.04492,27535.04492,27535.04492
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1805,2479.037109,2479.037109,2479.037109
,,,,,,,,,,,,,,,,,,,,,,,,,,0.181,342.3370972,342.3370972,342.3370972
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1815,33627.3125,33627.3125,33627.3125
,,,,,,,,,,,,,,,,,,,,,,,,,,0.182,6711.362305,6711.362305,6711.362305
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1825,12885.58851,384.1469421,26957.04688
