SAC Flow-T,,SAC Flow-G,,FlowRL,,DIME,,QSM,,SAC,,PPO,,MaxEntDP,,,,TD3,,Crossq,,SMPO,,,,QVPO,,,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,MIN,MAX,X,Y,X,Y,X,Y,MIN,MAX,X,Y,MIN,MAX
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3255,285.6940002,285.6940002,285.6940002
,,,,,,,,,,,,,,,,,,,,,,,,,,0.326,1605.744995,1605.744995,1605.744995
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3265,1414.534424,1414.534424,1414.534424
,,,,,,,,,,,,,,,,,,,,,,,,,,0.327,3851.296631,3851.296631,3851.296631
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3275,1529.419922,1529.419922,1529.419922
,,,,,,,,,,,,,,,,,,,,,,,,,,0.328,532.4373169,532.4373169,532.4373169
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3285,14545.83485,288.5310059,33289.93359
,,,,,,,,,,,,,,,,,,,,,,,,,,0.329,461.543457,461.543457,461.543457
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3295,596.6103516,596.6103516,596.6103516
,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,399.8665161,399.8665161,399.8665161
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3305,446.4402466,446.4402466,446.4402466
,,,,,,,,,,,,,,,,,,,,,,,,,,0.331,796.0435791,796.0435791,796.0435791
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3315,1026.90332,1026.90332,1026.90332
,,,,,,,,,,,,,,,,,,,,,,,,,,0.332,7263.788208,985.8224487,20759.17773
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3325,890.9262085,890.9262085,890.9262085
,,,,,,,,,,,,,,,,,,,,,,,,,,0.333,880.8800049,880.8800049,880.8800049
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3335,435.8242493,435.8242493,435.8242493
,,,,,,,,,,,,,,,,,,,,,,,,,,0.334,398.9425354,398.9425354,398.9425354
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3345,377.0852356,377.0852356,377.0852356
,,,,,,,,,,,,,,,,,,,,,,,,,,0.335,613.1826172,613.1826172,613.1826172
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3355,1100.340942,1100.340942,1100.340942
,,,,,,,,,,,,,,,,,,,,,,,,,,0.336,10522.47713,1030.135498,23663.24219
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3365,694.0561523,694.0561523,694.0561523
,,,,,,,,,,,,,,,,,,,,,,,,,,0.337,325.4807434,325.4807434,325.4807434
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3375,473.380127,473.380127,473.380127
,,,,,,,,,,,,,,,,,,,,,,,,,,0.338,189.7305603,189.7305603,189.7305603
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3385,1828.098755,1828.098755,1828.098755
,,,,,,,,,,,,,,,,,,,,,,,,,,0.339,835.913208,835.913208,835.913208
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3395,953.0439453,953.0439453,953.0439453
,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,5963.567326,157.2591553,16389.80273
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3405,703.5809937,703.5809937,703.5809937
,,,,,,,,,,,,,,,,,,,,,,,,,,0.341,762.1347656,762.1347656,762.1347656
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3415,747.7541504,747.7541504,747.7541504
,,,,,,,,,,,,,,,,,,,,,,,,,,0.342,581.1623535,581.1623535,581.1623535
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3425,1499.351685,1499.351685,1499.351685
,,,,,,,,,,,,,,,,,,,,,,,,,,0.343,1058.281982,1058.281982,1058.281982
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3435,8984.972648,573.8727417,25859.71484
,,,,,,,,,,,,,,,,,,,,,,,,,,0.344,3251.216064,3251.216064,3251.216064
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3445,2495.582764,2495.582764,2495.582764
,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,1243.259399,1243.259399,1243.259399
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3455,24933.08203,24933.08203,24933.08203
,,,,,,,,,,,,,,,,,,,,,,,,,,0.346,13994.31738,13994.31738,13994.31738
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3465,9533.169922,9533.169922,9533.169922
,,,,,,,,,,,,,,,,,,,,,,,,,,0.347,4904.129395,4904.129395,4904.129395
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3475,11466.82787,358.6273193,30252.02344
,,,,,,,,,,,,,,,,,,,,,,,,,,0.348,14567.3623,14567.3623,14567.3623
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3485,23874.88281,23874.88281,23874.88281
,,,,,,,,,,,,,,,,,,,,,,,,,,0.349,26576.33398,26576.33398,26576.33398
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3495,1867.168701,1867.168701,1867.168701
,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,22067.11523,22067.11523,22067.11523
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3505,1258.546753,1258.546753,1258.546753
,,,,,,,,,,,,,,,,,,,,,,,,,,0.351,846.0664063,846.0664063,846.0664063
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3515,6011.773376,633.9412231,15653.16602
,,,,,,,,,,,,,,,,,,,,,,,,,,0.352,1327.994995,1327.994995,1327.994995
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3525,999.1474609,999.1474609,999.1474609
,,,,,,,,,,,,,,,,,,,,,,,,,,0.353,1950.874146,1950.874146,1950.874146
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3535,966.4400635,966.4400635,966.4400635
,,,,,,,,,,,,,,,,,,,,,,,,,,0.354,2236.398193,2236.398193,2236.398193
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3545,1858.845337,1858.845337,1858.845337
,,,,,,,,,,,,,,,,,,,,,,,,,,0.355,11182.02748,590.9960938,24052.17188
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3555,3333.201416,3333.201416,3333.201416
,,,,,,,,,,,,,,,,,,,,,,,,,,0.356,1461.21875,1461.21875,1461.21875
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3565,1278.300537,1278.300537,1278.300537
,,,,,,,,,,,,,,,,,,,,,,,,,,0.357,832.3105469,832.3105469,832.3105469
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3575,2683.878174,2683.878174,2683.878174
,,,,,,,,,,,,,,,,,,,,,,,,,,0.358,629.3240356,629.3240356,629.3240356
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3585,1705.828857,1705.828857,1705.828857
,,,,,,,,,,,,,,,,,,,,,,,,,,0.359,3895.428263,619.9152832,12687.5957
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3595,595.4667969,595.4667969,595.4667969
,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,1207.81604,1207.81604,1207.81604
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3605,3223.236328,3223.236328,3223.236328
,,,,,,,,,,,,,,,,,,,,,,,,,,0.361,6788.444824,6788.444824,6788.444824
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3615,4027.22168,4027.22168,4027.22168
,,,,,,,,,,,,,,,,,,,,,,,,,,0.362,2521.498535,2521.498535,2521.498535
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3625,1400.121826,1400.121826,1400.121826
,,,,,,,,,,,,,,,,,,,,,,,,,,0.363,12181.70025,526.5557251,29612.57227
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3635,10661.92285,10661.92285,10661.92285
,,,,,,,,,,,,,,,,,,,,,,,,,,0.364,1335.53125,1335.53125,1335.53125
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3645,1885.762085,1885.762085,1885.762085
,,,,,,,,,,,,,,,,,,,,,,,,,,0.365,2398.498779,2398.498779,2398.498779
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3655,521.1841431,521.1841431,521.1841431
,,,,,,,,,,,,,,,,,,,,,,,,,,0.366,7173.231934,7173.231934,7173.231934
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3665,6864.870213,822.7276001,27650.78711
,,,,,,,,,,,,,,,,,,,,,,,,,,0.367,6254.556641,6254.556641,6254.556641
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3675,8448.353516,8448.353516,8448.353516
,,,,,,,,,,,,,,,,,,,,,,,,,,0.368,27567.81055,27567.81055,27567.81055
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3685,23116.01758,23116.01758,23116.01758
,,,,,,,,,,,,,,,,,,,,,,,,,,0.369,11515.9209,11515.9209,11515.9209
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3695,5020.838379,5020.838379,5020.838379
,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,24963.85742,24963.85742,24963.85742
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3705,6420.331543,6420.331543,6420.331543
,,,,,,,,,,,,,,,,,,,,,,,,,,0.371,20923.92188,20923.92188,20923.92188
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3715,13791.59375,13791.59375,13791.59375
,,,,,,,,,,,,,,,,,,,,,,,,,,0.372,1915.183716,1915.183716,1915.183716
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3725,21207.75195,21207.75195,21207.75195
,,,,,,,,,,,,,,,,,,,,,,,,,,0.373,25665.25,25665.25,25665.25
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3735,20329.46094,20329.46094,20329.46094
,,,,,,,,,,,,,,,,,,,,,,,,,,0.374,3426.249756,3426.249756,3426.249756
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3745,30356.77148,30356.77148,30356.77148
,,,,,,,,,,,,,,,,,,,,,,,,,,0.375,1824.346069,1824.346069,1824.346069
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3755,13223.00195,13223.00195,13223.00195
,,,,,,,,,,,,,,,,,,,,,,,,,,0.376,13794.78906,13794.78906,13794.78906
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3765,3905.19043,3905.19043,3905.19043
,,,,,,,,,,,,,,,,,,,,,,,,,,0.377,23815.33984,23815.33984,23815.33984
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3775,2373.499268,2373.499268,2373.499268
,,,,,,,,,,,,,,,,,,,,,,,,,,0.378,3880.956055,3880.956055,3880.956055
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3785,24772.37891,24772.37891,24772.37891
,,,,,,,,,,,,,,,,,,,,,,,,,,0.379,3304.75,3304.75,3304.75
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3795,14255.22461,14255.22461,14255.22461
,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,8902.129883,8902.129883,8902.129883
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3805,14265.60352,14265.60352,14265.60352
,,,,,,,,,,,,,,,,,,,,,,,,,,0.381,13302.10547,13302.10547,13302.10547
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3815,2961.290039,2961.290039,2961.290039
,,,,,,,,,,,,,,,,,,,,,,,,,,0.382,2187.674561,2187.674561,2187.674561
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3825,3830.570068,3830.570068,3830.570068
,,,,,,,,,,,,,,,,,,,,,,,,,,0.383,1135.038452,1135.038452,1135.038452
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3835,12459.39648,12459.39648,12459.39648
,,,,,,,,,,,,,,,,,,,,,,,,,,0.384,4236.711426,4236.711426,4236.711426
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3845,5155.325195,5155.325195,5155.325195
,,,,,,,,,,,,,,,,,,,,,,,,,,0.385,681.4318848,681.4318848,681.4318848
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3855,2664.949219,2664.949219,2664.949219
,,,,,,,,,,,,,,,,,,,,,,,,,,0.386,186.9765472,186.9765472,186.9765472
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3865,935.0193481,935.0193481,935.0193481
,,,,,,,,,,,,,,,,,,,,,,,,,,0.387,2113.507813,2113.507813,2113.507813
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3875,22175.71875,22175.71875,22175.71875
,,,,,,,,,,,,,,,,,,,,,,,,,,0.388,25522.125,25522.125,25522.125
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3885,2921.437012,2921.437012,2921.437012
,,,,,,,,,,,,,,,,,,,,,,,,,,0.389,905.5827637,905.5827637,905.5827637
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3895,24731.58008,24731.58008,24731.58008
,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,951.9208984,951.9208984,951.9208984
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3905,1197.275391,1197.275391,1197.275391
,,,,,,,,,,,,,,,,,,,,,,,,,,0.391,629.2471924,629.2471924,629.2471924
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3915,1094.230469,1094.230469,1094.230469
,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,1424.545532,1424.545532,1424.545532
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3925,1016.735718,1016.735718,1016.735718
,,,,,,,,,,,,,,,,,,,,,,,,,,0.393,787.9130859,787.9130859,787.9130859
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3935,12874.15527,12874.15527,12874.15527
,,,,,,,,,,,,,,,,,,,,,,,,,,0.394,5877.714844,5877.714844,5877.714844
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3945,15370.18164,15370.18164,15370.18164
,,,,,,,,,,,,,,,,,,,,,,,,,,0.395,10228.26563,10228.26563,10228.26563
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3955,1654.39917,1654.39917,1654.39917
,,,,,,,,,,,,,,,,,,,,,,,,,,0.396,2639.742188,2639.742188,2639.742188
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3965,783.2696533,783.2696533,783.2696533
,,,,,,,,,,,,,,,,,,,,,,,,,,0.397,636.5957642,636.5957642,636.5957642
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3975,1227.973633,1227.973633,1227.973633
,,,,,,,,,,,,,,,,,,,,,,,,,,0.398,3963.035645,3963.035645,3963.035645
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3985,1744.990234,1744.990234,1744.990234
,,,,,,,,,,,,,,,,,,,,,,,,,,0.399,624.2412109,624.2412109,624.2412109
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3995,11815.17871,11815.17871,11815.17871
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,236.090744,236.090744,236.090744
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4005,1186.746094,1186.746094,1186.746094
,,,,,,,,,,,,,,,,,,,,,,,,,,0.401,2666.810547,2666.810547,2666.810547
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4015,19326.84766,19326.84766,19326.84766
,,,,,,,,,,,,,,,,,,,,,,,,,,0.402,16826.05469,16826.05469,16826.05469
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4025,15345.2793,15345.2793,15345.2793
,,,,,,,,,,,,,,,,,,,,,,,,,,0.403,5640.830078,5640.830078,5640.830078
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4035,21147.33008,21147.33008,21147.33008
,,,,,,,,,,,,,,,,,,,,,,,,,,0.404,11970.93164,11970.93164,11970.93164
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4045,14391.0166,14391.0166,14391.0166
,,,,,,,,,,,,,,,,,,,,,,,,,,0.405,9108.302734,9108.302734,9108.302734
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4055,9362.453125,9362.453125,9362.453125
,,,,,,,,,,,,,,,,,,,,,,,,,,0.406,886.2166138,886.2166138,886.2166138
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4065,20585.89648,20585.89648,20585.89648
,,,,,,,,,,,,,,,,,,,,,,,,,,0.407,3255.834717,3255.834717,3255.834717
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4075,11123.62793,11123.62793,11123.62793
,,,,,,,,,,,,,,,,,,,,,,,,,,0.408,1290.856323,1290.856323,1290.856323
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4085,26665.70703,26665.70703,26665.70703
,,,,,,,,,,,,,,,,,,,,,,,,,,0.409,3130.334229,3130.334229,3130.334229
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4095,17007.58203,17007.58203,17007.58203
,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,16381.71582,16381.71582,16381.71582
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4105,3868.234375,3868.234375,3868.234375
,,,,,,,,,,,,,,,,,,,,,,,,,,0.411,4361.645508,4361.645508,4361.645508
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4115,558.8654175,558.8654175,558.8654175
,,,,,,,,,,,,,,,,,,,,,,,,,,0.412,915.7372437,915.7372437,915.7372437
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4125,21523.25781,21523.25781,21523.25781
,,,,,,,,,,,,,,,,,,,,,,,,,,0.413,3734.93335,3734.93335,3734.93335
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4135,4323.64502,4323.64502,4323.64502
,,,,,,,,,,,,,,,,,,,,,,,,,,0.414,968.7692261,968.7692261,968.7692261
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4145,14400.20898,14400.20898,14400.20898
,,,,,,,,,,,,,,,,,,,,,,,,,,0.415,2203.361328,2203.361328,2203.361328
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4155,3161.44043,3161.44043,3161.44043
,,,,,,,,,,,,,,,,,,,,,,,,,,0.416,1965.65918,1965.65918,1965.65918
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4165,2629.974609,2629.974609,2629.974609
,,,,,,,,,,,,,,,,,,,,,,,,,,0.417,3010.712891,3010.712891,3010.712891
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4175,5246.88623,5246.88623,5246.88623
,,,,,,,,,,,,,,,,,,,,,,,,,,0.418,578.1424561,578.1424561,578.1424561
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4185,13194.68164,13194.68164,13194.68164
,,,,,,,,,,,,,,,,,,,,,,,,,,0.419,32818.68359,32818.68359,32818.68359
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4195,14242.82031,14242.82031,14242.82031
,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,2408.884033,2408.884033,2408.884033
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4205,6299.410645,6299.410645,6299.410645
,,,,,,,,,,,,,,,,,,,,,,,,,,0.421,22413.34766,22413.34766,22413.34766
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4215,29099.08594,29099.08594,29099.08594
,,,,,,,,,,,,,,,,,,,,,,,,,,0.422,2562.767334,2562.767334,2562.767334
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4225,775.5361328,775.5361328,775.5361328
,,,,,,,,,,,,,,,,,,,,,,,,,,0.423,1801.681519,1801.681519,1801.681519
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4235,29554.45703,29554.45703,29554.45703
,,,,,,,,,,,,,,,,,,,,,,,,,,0.424,15294.60938,15294.60938,15294.60938
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4245,17024.58398,17024.58398,17024.58398
,,,,,,,,,,,,,,,,,,,,,,,,,,0.425,5968.117188,5968.117188,5968.117188
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4255,23882.41992,23882.41992,23882.41992
,,,,,,,,,,,,,,,,,,,,,,,,,,0.426,19462.47852,19462.47852,19462.47852
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4265,10617.84961,10617.84961,10617.84961
,,,,,,,,,,,,,,,,,,,,,,,,,,0.427,18110.56445,18110.56445,18110.56445
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4275,20378.2207,20378.2207,20378.2207
,,,,,,,,,,,,,,,,,,,,,,,,,,0.428,895.7688599,895.7688599,895.7688599
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4285,1129.468018,1129.468018,1129.468018
,,,,,,,,,,,,,,,,,,,,,,,,,,0.429,638.9259033,638.9259033,638.9259033
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4295,1285.167603,1285.167603,1285.167603
,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,745.7539063,745.7539063,745.7539063
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4305,1418.75769,1418.75769,1418.75769
,,,,,,,,,,,,,,,,,,,,,,,,,,0.431,28222.54297,28222.54297,28222.54297
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4315,450.4336853,450.4336853,450.4336853
,,,,,,,,,,,,,,,,,,,,,,,,,,0.432,2288.887695,2288.887695,2288.887695
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4325,1394.297119,1394.297119,1394.297119
,,,,,,,,,,,,,,,,,,,,,,,,,,0.433,787.1192017,787.1192017,787.1192017
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4335,24297.4707,24297.4707,24297.4707
,,,,,,,,,,,,,,,,,,,,,,,,,,0.434,637.5128174,637.5128174,637.5128174
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4345,4852.98291,4852.98291,4852.98291
,,,,,,,,,,,,,,,,,,,,,,,,,,0.435,25920.63867,25920.63867,25920.63867
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4355,26114.08008,26114.08008,26114.08008
,,,,,,,,,,,,,,,,,,,,,,,,,,0.436,7082.82666,7082.82666,7082.82666
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4365,762.5456543,762.5456543,762.5456543
,,,,,,,,,,,,,,,,,,,,,,,,,,0.437,3287.592773,3287.592773,3287.592773
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4375,2689.615479,2689.615479,2689.615479
,,,,,,,,,,,,,,,,,,,,,,,,,,0.438,18606.8125,18606.8125,18606.8125
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4385,715.5751343,715.5751343,715.5751343
,,,,,,,,,,,,,,,,,,,,,,,,,,0.439,1498.674561,1498.674561,1498.674561
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4395,19001.03711,19001.03711,19001.03711
,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,5827.818359,5827.818359,5827.818359
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4405,2907.564209,2907.564209,2907.564209
,,,,,,,,,,,,,,,,,,,,,,,,,,0.441,2385.541016,2385.541016,2385.541016
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4415,21574.08984,21574.08984,21574.08984
,,,,,,,,,,,,,,,,,,,,,,,,,,0.442,5810.227539,5810.227539,5810.227539
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4425,10771.46387,10771.46387,10771.46387
,,,,,,,,,,,,,,,,,,,,,,,,,,0.443,2308.023438,2308.023438,2308.023438
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4435,17783.52539,17783.52539,17783.52539
,,,,,,,,,,,,,,,,,,,,,,,,,,0.444,19465.94727,19465.94727,19465.94727
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4445,18272.17773,18272.17773,18272.17773
,,,,,,,,,,,,,,,,,,,,,,,,,,0.445,17047.69727,17047.69727,17047.69727
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4455,17537.66992,17537.66992,17537.66992
,,,,,,,,,,,,,,,,,,,,,,,,,,0.446,11061.5918,11061.5918,11061.5918
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4465,25879.51953,25879.51953,25879.51953
,,,,,,,,,,,,,,,,,,,,,,,,,,0.447,16024.37598,16024.37598,16024.37598
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4475,9049.173828,9049.173828,9049.173828
,,,,,,,,,,,,,,,,,,,,,,,,,,0.448,26974.39453,26974.39453,26974.39453
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4485,21820.625,21820.625,21820.625
,,,,,,,,,,,,,,,,,,,,,,,,,,0.449,16496.0957,16496.0957,16496.0957
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4495,17159.91602,17159.91602,17159.91602
,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,12526.56152,12526.56152,12526.56152
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4505,24386.92578,24386.92578,24386.92578
,,,,,,,,,,,,,,,,,,,,,,,,,,0.451,16153.11035,16153.11035,16153.11035
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4515,15728.16309,15728.16309,15728.16309
,,,,,,,,,,,,,,,,,,,,,,,,,,0.452,12197.64063,12197.64063,12197.64063
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4525,17830.92773,17830.92773,17830.92773
,,,,,,,,,,,,,,,,,,,,,,,,,,0.453,28759.22266,28759.22266,28759.22266
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4535,23582.41211,23582.41211,23582.41211
,,,,,,,,,,,,,,,,,,,,,,,,,,0.454,25868.78711,25868.78711,25868.78711
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4545,25616.22656,25616.22656,25616.22656
,,,,,,,,,,,,,,,,,,,,,,,,,,0.455,5589.297363,5589.297363,5589.297363
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4555,30360.54102,30360.54102,30360.54102
,,,,,,,,,,,,,,,,,,,,,,,,,,0.456,17667.25781,17667.25781,17667.25781
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4565,25174.79297,25174.79297,25174.79297
,,,,,,,,,,,,,,,,,,,,,,,,,,0.457,22741.99219,22741.99219,22741.99219
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4575,20836.16406,20836.16406,20836.16406
,,,,,,,,,,,,,,,,,,,,,,,,,,0.458,9331.597656,9331.597656,9331.597656
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4585,18779.81055,18779.81055,18779.81055
,,,,,,,,,,,,,,,,,,,,,,,,,,0.459,535.1254883,535.1254883,535.1254883
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4595,2275.445557,2275.445557,2275.445557
,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,13241.01855,13241.01855,13241.01855
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4605,6163.813965,6163.813965,6163.813965
,,,,,,,,,,,,,,,,,,,,,,,,,,0.461,2799.177979,2799.177979,2799.177979
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4615,2996.289795,2996.289795,2996.289795
,,,,,,,,,,,,,,,,,,,,,,,,,,0.462,2739.400635,2739.400635,2739.400635
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4625,14382.6748,14382.6748,14382.6748
,,,,,,,,,,,,,,,,,,,,,,,,,,0.463,12811.72266,12811.72266,12811.72266
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4635,2052.305908,2052.305908,2052.305908
,,,,,,,,,,,,,,,,,,,,,,,,,,0.464,8554.868164,8554.868164,8554.868164
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4645,3077.148926,3077.148926,3077.148926
,,,,,,,,,,,,,,,,,,,,,,,,,,0.465,10333.6875,10333.6875,10333.6875
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4655,29346.67578,29346.67578,29346.67578
,,,,,,,,,,,,,,,,,,,,,,,,,,0.466,11907.29688,11907.29688,11907.29688
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4665,25546.79297,25546.79297,25546.79297
,,,,,,,,,,,,,,,,,,,,,,,,,,0.467,28541.5293,28541.5293,28541.5293
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4675,19089.67969,19089.67969,19089.67969
